,item_id,item_id
2540909341645220905,3.0,
2541211191962745644,1.0,
2543770790175001093,1.0,
2543839001305180709,45.0,2.0
2544387938122045442,5.0,1.0
2544618968236294531,1.0,
2545213379942838221,3.0,
2546010149112667442,9.0,
2546032883277343253,5.0,
2546493910596545476,14.0,
2546575795237870176,3.0,
2547832813668877254,9.0,
2547844313297318474,4.0,
2547892363309410577,47.0,2.0
2548755681995365773,1.0,
2548842743866616288,4.0,1.0
2551392651937165574,108.0,2.0
2552962508479145247,4.0,
2553046738578273907,62.0,
2553713376742326932,1.0,
2553973210128250110,1.0,
2554604709966841515,168.0,9.0
2554750512018046514,230.0,9.0
2555634933349683146,2.0,
2555945049687511410,1.0,
2556097278087954856,5.0,
2556207849583201777,547.0,38.0
2559565588890399415,1133.0,39.0
2559895593437322920,16.0,
2560092595545315543,116.0,1.0
2563361025575645223,1.0,
2564326073677912921,1.0,
2566177065155741393,1.0,
2569436486561516639,48.0,
2571921486138909050,3.0,
2573384769374687729,16.0,
2575397168203448038,1.0,
2575544735386156613,4.0,
2575620942798046273,6.0,
2577024562968275387,2.0,
2577645027784043488,3.0,
2577653616811612847,17.0,
2579790638603927258,5.0,1.0
2580372091333893176,317.0,8.0
2582600317774497149,21.0,2.0
2583271042750516161,2.0,
2583726485559237229,18.0,
2584223404409461217,5.0,
2585126689688343262,134.0,2.0
2585133461775200480,4.0,
2585393162508033135,1.0,
2586490814150528282,60.0,4.0
2586921013099515088,1.0,
2586937583462613803,7.0,
2589939366787483199,2.0,
2590103049541873099,16.0,
2590157010541818703,4.0,
2594899986437948834,15.0,2.0
2595850230738321898,1.0,
2596208803189402306,1.0,
2598924367350493163,51.0,5.0
2599185835327526424,1.0,
2599630577114625598,39.0,
2600255423335755526,19.0,2.0
2602743877758185676,2.0,
2602835781400243459,3.0,
2604263529292271355,41.0,2.0
2604303230924912747,4.0,
2604423540080422412,13.0,1.0
2606171203888063182,117.0,1.0
2608096084840391149,,1.0
2609209756964470086,4.0,
2609325814255553100,42.0,1.0
2609831896464447762,9.0,
2610423509046630222,7.0,1.0
2611148327588560682,4.0,
2614374497740190944,8.0,
2614467012906120780,4.0,
2615130857747162873,8.0,
2619109280697488949,3.0,
2619114829815245032,2.0,
2619309488192035378,12.0,2.0
2619894384981066649,63.0,7.0
2620657134584229047,94.0,4.0
2621145063903760636,1.0,
2621711437945121017,7.0,
2621940886148267991,7.0,
2623375161983301892,13.0,1.0
2623440265524686381,2.0,
2623498527615630358,1.0,
2624305614782776230,9.0,
2624754206618914764,3.0,
2624782010254139022,2.0,
2624824327308595767,27.0,2.0
2624849652218916802,28.0,2.0
2625375626980179697,6.0,
2625594810305271432,1.0,
2626100253869058668,9.0,
2626558468333866842,8.0,
2626944859601447500,28.0,
2627915810217398910,372.0,10.0
2628143079351046719,1.0,
2629597730355690783,2.0,
2630601287692280951,2.0,
2631075625604768427,13.0,
2631513254030672168,1.0,
2632348401900852850,1.0,
2632356019989342373,2.0,
2632712212172383416,4.0,
2633395158649152579,195.0,10.0
2634068963148971133,4.0,
2635491979265159814,1.0,
2636377468729517439,1.0,
2636389971155035189,7.0,1.0
2636426168742856984,47.0,1.0
2636544898066795870,30.0,5.0
2637873479869505490,33.0,
2637943549592152612,36.0,1.0
2639368499177776018,170.0,4.0
2640852717594877803,2.0,
2641081894728996587,2.0,
2641863760935611224,4.0,
2642101815210843670,13.0,
2642190052721526589,35.0,1.0
2643110915351000337,1.0,
2643493588559528399,1.0,
2647894465077862711,3.0,1.0
2648048549431225555,125.0,1.0
2649367951445201955,33.0,
2650483542996876921,11.0,
2650575478368540882,11.0,6.0
2652085656446412234,21.0,
2652344119148555299,24.0,1.0
2652770634839405168,72.0,4.0
2653405629355456879,13.0,
2653853250600228724,154.0,4.0
2654252244693699519,1.0,
2654862204351549912,1.0,
2655845727717799653,2.0,
2655878829938038398,18.0,1.0
2657352335613316187,4.0,
2658740222709109037,320.0,17.0
2660477397913081915,35.0,
2664847384864368473,1.0,
2665075329164289785,101.0,6.0
2666738460036797161,7.0,
2668283393722159058,3.0,1.0
2669342563417236925,9.0,1.0
2672584731015382275,26.0,
2673257210270636571,1.0,
2673286867959774236,2.0,
2673317747277686174,2.0,
2674104599548732063,1.0,
2676842997340783939,3.0,
2678327426500717487,2.0,
2678564225557382234,3.0,
2679611663607358361,2.0,
2680073610912811695,5.0,
2681025747052175060,170.0,6.0
2681310186509752179,3.0,
2681636677501079389,2.0,
2682418310537963237,8.0,
2684000859448358306,3.0,
2684322024710792813,1.0,
2686334816048115717,1.0,
2687230997369997374,5.0,
2687339964250400544,3.0,
2687505229380588992,1.0,
2688957221082806259,37.0,1.0
2689903708433811587,30.0,1.0
2693339218124340229,5.0,
2693345795000262533,5.0,1.0
2693419909882577961,188.0,4.0
2693870533457627566,6.0,
2693914175284498710,1.0,
2694677133793709133,89.0,2.0
2694782872731198050,1.0,
2694785017714480266,2.0,
2696198413089770487,16.0,1.0
2697094914402000140,6.0,
2698090814919961806,4.0,
2701498628434476965,90.0,2.0
2702263489140722506,16.0,1.0
2702362571926082936,13.0,
2703982112291324981,12.0,
2704424091911959315,17.0,4.0
2704997338793212938,1.0,
2705403145080557931,4.0,
2706802972853028401,88.0,
2707527395686109169,58.0,
2708241618317445058,3.0,
2708385058579480133,139.0,14.0
2709293086037757890,2.0,
2709349306056784699,5.0,
2709371333129807237,4.0,
2709801384450915721,13.0,
2709839111509701702,2448.0,111.0
2709979450931165888,15.0,
2710232871147104890,6.0,
2710991999541779709,118.0,1.0
2711854931598311456,1.0,
2712139414084967260,3.0,1.0
2714642605186150769,3.0,
2715503932464806665,64.0,
2716305399566210690,41.0,
2717954995333810867,134.0,6.0
2718073625809768594,99.0,4.0
2719525766291359281,3.0,
2719583036604811760,100.0,5.0
2723103704774873816,21.0,2.0
2723541945574109807,2021.0,130.0
2723998404501573352,1.0,
2727647235315151745,6.0,
2727873116381493989,1.0,
2727927445414012438,46.0,1.0
2729567239250465660,17.0,
2729716955970350918,9.0,1.0
2731611927590505233,1.0,
2735034240428891175,3.0,
2735668351674973484,1.0,
2738227246216064754,2.0,
2738953923807752528,324.0,13.0
2738970586530567908,1.0,
2739806579798704045,32.0,2.0
2740712976638521072,27.0,
2740753807925819670,1.0,
2741165057949988609,4.0,
2742271002004657826,24.0,1.0
2742525457276627464,9.0,
2742542898223659470,16.0,1.0
2744287672079904044,69.0,1.0
2744506471184009586,670.0,11.0
2745306424459144428,69.0,4.0
2745346884554835829,7.0,
2746697783724761991,57.0,
2746946297119250532,3.0,1.0
2747716943833514575,602.0,21.0
2748500527044422581,718.0,27.0
2748701432634850118,1.0,
2749576736278480638,6.0,
2749828206172769080,13.0,
2751414186007189402,2.0,
2753091257319757051,7.0,
2753137221474390482,156.0,1.0
2753232841264061261,11.0,1.0
2753936174473205682,5.0,
2758255035639333231,5.0,
2759938764741249795,1.0,
2761220399500299535,1.0,
2763948652794055190,21.0,1.0
2765058325827810899,2.0,
2765093958282148444,2.0,
2766922930931453606,96.0,10.0
2766937500653647261,4.0,
2766968365568636008,9.0,
2767353669029926035,1.0,
2770495056328235372,23.0,1.0
2770691582965933168,12.0,
2771534817942529643,25.0,
2772148427542460582,32.0,
2772320912951617373,11.0,
2773694221187094803,1.0,
2774067763660619108,1.0,
2775343445651008947,11.0,
2776453352677297731,3.0,
2776699323737746793,6.0,
2777226205818929061,11.0,
2777841826124794714,9.0,
2779189227912580695,60.0,4.0
2781893675913432897,1.0,
2782185099636030515,2.0,
2783107879527960925,11.0,2.0
2783560877164326482,58.0,1.0
2785665898766428315,57.0,3.0
2793997051723430882,8.0,
2794397727804645835,15.0,
2795120526452501598,21.0,
2796230954019905198,123.0,3.0
2797941630127534161,398.0,2.0
2799229052240621725,1.0,
2799422899444014462,1.0,
2801025810802165977,1.0,
2802104346972836211,21.0,1.0
2803290145131954126,9.0,
2803589592573479570,148.0,3.0
2804189830892962782,9.0,1.0
2804319988084780213,148.0,12.0
2804668398389049101,14.0,
2806447706621157805,1.0,
2807170806122830217,246.0,12.0
2807949350566928224,3.0,
2808582202001729521,1.0,
2809789381496305325,3.0,
2810856993197498580,194.0,5.0
2811287319963241916,9.0,
2811606631326686166,6.0,2.0
2812063709078323517,1.0,
2812922154947809064,16.0,1.0
2813167441420168885,2.0,
2813336696253742731,43.0,5.0
2814211634377962012,56.0,6.0
2814458877383297459,5.0,
2816071601256062589,5.0,
2816722697328412237,11.0,
2817228024421563604,24.0,1.0
2817413585439082469,89.0,1.0
2817565674193750569,8.0,
2818501623657883752,23.0,1.0
2818637368513772211,2.0,
2818780472935467906,6.0,
2819511052575451520,1.0,
2820877374905171193,12.0,
2822006280415559616,12.0,1.0
2822069730899647227,4.0,
2822623435731420223,5.0,
2824348218194948599,133.0,6.0
2825809810126981896,13.0,
2828473123896098839,4.0,
2828794656238099366,7.0,4.0
2831631626346990122,26.0,4.0
2832357939007295118,1.0,
2833233483805893427,4.0,
2834143017967857501,6.0,
2834952218931529819,2.0,
2835266608970860649,1.0,
2836223087384560416,1.0,
2837395590014707747,1.0,
2838713129874695354,14.0,
2839176105882560722,31.0,
2841215143410178612,1.0,
2841911405570457358,21.0,4.0
2843116625470234932,73.0,2.0
2843383130931171139,43.0,2.0
2843403014314621366,1.0,
2844650400251750550,1.0,
2844763215461766754,4.0,
2845135712645713949,37.0,1.0
2845338544762076297,61.0,3.0
2845684317560149866,28.0,
2845980639746381922,39.0,1.0
2846780416712572695,1.0,
2846843972049399124,1.0,
2847803134651950121,1.0,
2848482857204433733,4.0,
2850984198156993660,25.0,
2854638112551105411,2.0,
2854920230169118186,572.0,32.0
2854929235753472304,1.0,
2859117498326627065,38.0,
2859831221381357462,8.0,
2863528659971957565,211.0,2.0
2864665405265712926,2.0,
2866136617154373713,258.0,15.0
2866856592929950590,7.0,
2869675232353456727,2.0,
2870775282307992521,2.0,1.0
2872333622800884686,8.0,
2873180932342542512,1.0,
2873680163438353131,2.0,
2874604864921173459,8.0,
2874817878483312375,3.0,
2875348507627769423,44.0,1.0
2876081629135304091,1.0,
2877016042903579891,5.0,
2877759847943797311,11.0,
2877867889730645735,21.0,1.0
2879752070500769027,14.0,1.0
2882807150594657647,3.0,
2883713976278999985,4.0,3.0
2884142115790593572,1.0,
2884726981586979730,2.0,
2885607488774993565,314.0,21.0
2886275213688916610,1.0,
2886678318330289820,92.0,1.0
2887888695970045912,3.0,
2888393782173364904,32.0,
2889215949210664259,3.0,1.0
2889694336230087421,3.0,
2891061779603391267,1.0,
2892195544144452286,24.0,1.0
2893670475295306217,26.0,1.0
2894335418963127431,4.0,1.0
2894363054412363257,1.0,
2894624982163032620,7.0,
2894669518592355871,28.0,1.0
2896440995228722953,12.0,3.0
2898280173589601399,2.0,
2900693954851275546,4.0,
2901981856083114819,30.0,
2905392766849433124,10.0,
2906252587434518572,15.0,
2910068284091326805,2.0,
2910383749418564772,5.0,2.0
2910461123213189194,,1.0
2913264383431835631,2.0,1.0
2915467742840072112,7.0,
2916915452724152703,135.0,2.0
2916922418646295368,2.0,
2917102311894338860,122.0,5.0
2920304043631607224,13.0,1.0
2920468339261946902,1.0,
2920919318723855318,8.0,
2920979506703511964,11.0,
2921011825894324018,2.0,
2922781655846583107,1.0,
2922908672729085643,1.0,
2923322570339454777,3.0,2.0
2924591915371638217,252.0,7.0
2924778330952955845,1.0,
2924874928690780841,1.0,
2925719180098081318,81.0,2.0
2926027322901420251,76.0,6.0
2927215257823825507,4.0,
2927653018449779990,64.0,2.0
2928704472461838278,7.0,
2929057782215840280,72.0,
2929458435280118838,1.0,
2929838238368422409,23.0,
2931278208070135298,12.0,
2931965196002011026,7.0,
2932141089438577936,27.0,
2932361333572008218,3.0,
2932828141890222186,1.0,
2933002652602351125,4.0,
2933293217512731574,6.0,
2934976702129570267,21.0,2.0
2935533133571302393,2.0,
2935744065633365703,54.0,2.0
2937016540552327098,1.0,
2937109154693498366,2.0,
2937373101120574724,16.0,
2938697539325044715,49.0,3.0
2939753665562893684,9.0,1.0
2940666924582636879,15.0,1.0
2941166638530807344,9.0,
2941192249215484960,26.0,
2943000741998271305,1.0,
2943305061807765395,71.0,3.0
2943494305769954181,229.0,18.0
2945060433533061665,1.0,
2945301289878446529,132.0,1.0
2948483329013333904,1.0,
2951921566138743713,249.0,
2953856908130371199,7.0,
2954867574613229356,3.0,
2955371474144685397,322.0,7.0
2957272622094097678,90.0,1.0
2957460227555571511,67.0,5.0
2958783455897435111,4.0,1.0
2959369558047204692,13.0,1.0
2959636750498091586,6.0,
2961659629432305470,1.0,
2964891188053927789,2.0,
2964943233498493554,15.0,
2967294505836118440,445.0,18.0
2970563325159753689,9.0,
2970981598372680064,128.0,3.0
2971727018662814935,4.0,
2978176461631237987,158.0,5.0
2979037111565818398,,1.0
2980554532357428084,17.0,
2980679964637692824,54.0,3.0
2980769189501316810,4.0,
2980794116069515349,220.0,19.0
2980841098733682794,4.0,
2982859583848085457,,1.0
2983167649702648155,1.0,
2985880080851733292,1.0,
2986722878397696833,2836.0,61.0
2987108614874575269,10.0,2.0
2987349042236223851,16.0,
2987457697039703941,6.0,
2988864284791588180,1.0,
2992839026308850403,3.0,
2994478452622432193,26.0,1.0
2994503280727972366,2.0,
2995994739054121235,351.0,
2997422314681081202,9.0,2.0
2997450212842206660,3.0,
2998337498128299288,1.0,
2999154731596305920,1.0,
3001393353844685783,2.0,
3002292576703228030,116.0,3.0
3002874626926644223,21.0,
3003601688511668695,59.0,7.0
3004015329621314479,12.0,1.0
3005443555506538394,1.0,1.0
3005508740397456279,4.0,
3006076005416400063,17.0,
3006438900486870196,3.0,
3008555145899424939,19.0,
3008685670389084725,,1.0
3010235505888452603,20.0,
3010290297431609474,7.0,
3012374790978734773,1.0,
3012930138599762762,674.0,14.0
3013566465196870017,156.0,2.0
3016284067659349388,2.0,
3017803753992574691,1.0,
3018705686567265397,9.0,
3019471369668838747,8.0,1.0
3020632382593178517,1.0,
3021159026574366155,1.0,
3021572367321074085,7.0,2.0
3023330950462236388,3.0,
3023819934568804309,15.0,1.0
3024135529503252646,52.0,3.0
3025829477185441605,77.0,1.0
3026391121185388152,67.0,1.0
3028149091608586642,6.0,1.0
3028747915989954951,133.0,3.0
3029416903085291478,40.0,1.0
3029578989162660390,1.0,
3029988215966099895,19.0,2.0
3030271383456875093,24.0,
3030537868785919847,3.0,
3032709934874514245,18.0,
3034410256607068834,40.0,3.0
3035193270248301957,1.0,
3036219746020703122,1.0,1.0
3036296643120625637,2.0,
3036776606138183192,35.0,2.0
3037008196273879084,1.0,
3037610482378313501,1.0,
3037676474402530069,71.0,
3037737902301899164,1.0,
3038953970134969724,249.0,12.0
3039025724836593697,5.0,1.0
3041290304487896123,25.0,
3041491741962101469,7.0,
3041578914528765206,1.0,
3042580426425776254,16.0,1.0
3044347432789335636,44.0,3.0
3044570323930349242,26.0,
3044685277375450527,6.0,
3044702058632533345,13.0,
3047863046311107458,2.0,
3048324691928636001,3.0,
3049428772012426877,11.0,2.0
3049938740453495224,3.0,
3050403518582562751,5.0,
3050852857169148792,20.0,
3055617714145744296,1.0,
3056092367648430892,232.0,11.0
3056375272792953340,145.0,10.0
3056596580178648929,200.0,8.0
3057771223391086778,1.0,
3058058469064999190,16.0,
3058558715338187546,54.0,3.0
3058754663691204623,10.0,
3058758668824976333,360.0,11.0
3059096071487685777,62.0,1.0
3060162111300606349,2.0,
3060353030396297774,6.0,
3060776750948461348,4.0,
3060939257974287768,1.0,
3061876849441759763,44.0,4.0
3062743599663373775,6.0,
3063008678143755162,6.0,
3063266456125926700,27.0,1.0
3063615209476566061,4.0,
3064073093980527992,2.0,
3064653877828375842,9.0,1.0
3064936083616874235,198.0,6.0
3066768777747999968,6.0,
3067288303809987399,16.0,
3067406016674668666,2.0,
3067472997698479194,17.0,
3068532456032267075,5.0,
3069005021731034272,285.0,4.0
3069901194450073311,43.0,2.0
3070327242470210881,1.0,
3071858103853955167,42.0,1.0
3073532117305760099,8.0,1.0
3074510698887622150,2.0,
3075265878083206353,33.0,1.0
3075424771970082483,2.0,
3075917984936003031,2.0,
3076101106514583445,1.0,
3077144905425148841,2.0,
3077296203572359783,156.0,4.0
3078506313810328226,19.0,1.0
3078532892341877830,5.0,
3078617813566803606,232.0,4.0
3079209783980146233,7.0,
3079313931663066657,96.0,6.0
3079992017800672810,60.0,1.0
3080213824810392239,1.0,
3081465957338403528,14.0,
3083401655490077245,25.0,
3083650778867315303,2.0,
3083668329902947770,6.0,
3084821498111092080,7.0,
3088504784987072539,2.0,
3089912604614484609,2.0,
3090398838325159778,80.0,3.0
3090671569327935407,17.0,
3091448214758190488,2.0,
3092370814010782891,1.0,
3093633232089559091,10.0,
3095981151273432754,1.0,
3097038844911798573,4.0,
3097132845938126929,1.0,
3098162841036679290,11.0,1.0
3098358213915836049,2.0,1.0
3100138105289608146,2.0,
3100311225773425408,36.0,7.0
3100908699694567859,37.0,
3101518075990666851,4.0,
3102135379314735199,44.0,
3102271230276847495,17.0,
3102798156425538438,15.0,
3105224369245329735,2.0,
3105267288491100143,13.0,
3106819179639472454,36.0,1.0
3107213786529603508,45.0,5.0
3107380665441633076,10.0,
3108015908335151399,3.0,
3108884823503749318,3.0,
3109570508277459314,6.0,
3110465072647563396,9.0,2.0
3111810859501106990,1.0,
3113149028560798700,1.0,1.0
3115107118091841023,1.0,
3116033395458550662,33.0,1.0
3116691046412318274,1.0,
3119336895774720379,45.0,
3121100638644836838,2.0,
3124041928940679543,5.0,
3125007661276026746,14.0,
3125955073545585480,10.0,2.0
3126331084432417338,6.0,
3126536699411049695,19.0,
3127490065518397028,9.0,
3127709905768649579,35.0,2.0
3127927272996315603,6.0,
3129052219744291798,10.0,
3130279599424084780,4.0,
3130743595892473583,4.0,1.0
3131088031261984381,1.0,
3132255996870994809,17.0,
3133802866656327690,5.0,
3133854774804261954,20.0,1.0
3134305200225418413,9.0,3.0
3134480949619601000,76.0,1.0
3134558538857740068,106.0,12.0
3134729204407327984,274.0,8.0
3137845961620026996,5.0,1.0
3138034523569369080,69.0,3.0
3138371034995028058,14.0,3.0
3139282415119141069,1.0,
3139634039885213495,6.0,
3140095804610564401,10.0,
3142326335473473734,4.0,
3142523621878184331,14.0,
3143048258100445665,1.0,
3144261039363161038,7.0,
3146230654637808497,3.0,
3146365438644006262,1.0,
3147470404551857641,3.0,
3148580317664883826,14.0,1.0
3148665784662783304,38.0,2.0
3149516268924152381,3.0,
3150460629666862260,1.0,
3150864958285517868,1.0,
3155509326071835971,54.0,2.0
3156037094136730345,1.0,
3156357650342366081,5.0,1.0
3157563437386714516,1.0,
3157812625330660622,1.0,
3157828724020536594,132.0,13.0
3158576557072457983,229.0,8.0
3158955775002799686,1.0,
3158982708081751437,1.0,
3160032720362914163,2.0,
3160203972839287605,22.0,
3160401331818291416,111.0,1.0
3160610903990156145,2.0,
3161369649700689870,3.0,
3162473660498867664,21.0,
3165362594477194313,,1.0
3165461322578153777,1.0,
3167634396216166940,5.0,
3169602925011719739,355.0,18.0
3171845842990115506,19.0,1.0
3171970660755453169,22.0,3.0
3172012901286297532,42.0,1.0
3172342328080055950,1.0,
3172760459301075650,1.0,
3173166662061711085,4.0,1.0
3173716655457982683,54.0,2.0
3175170884633820464,2.0,
3175931662678530032,3.0,
3176047474827565078,12.0,
3176668115930583056,2.0,
3177272097730427830,80.0,2.0
3178510539889855836,11.0,2.0
3179984039007626624,17.0,
3180317947348033696,25.0,3.0
3180420512242268967,6.0,
3181841722863619661,9.0,
3183011835458468025,90.0,2.0
3183451822065076111,47.0,4.0
3184070221627650508,5.0,
3185562748014355509,1.0,
3186699900273713828,2.0,
3187323627616237636,2.0,
3187560348893430076,4.0,
3187972170838011707,154.0,3.0
3187990517623761175,5.0,
3189811100084348510,,1.0
3189886667575160411,2.0,
3190966439056823598,2.0,
3191135583011971894,4.0,
3191902653052370919,1.0,
3192057382976835018,1.0,
3192620428549756323,1.0,
3193152271312719544,1.0,
3194079295085634486,6.0,
3196013360121502334,10.0,
3197641505868900445,2.0,
3202081751786516555,75.0,4.0
3202369810709303043,2.0,1.0
3202659000816223336,3.0,
3202776518576751121,12.0,
3204206352659712286,2.0,
3205492315166273205,1.0,
3206087627030980102,41.0,8.0
3206178830620949519,2.0,
3206736870744474142,37.0,
3208661298817626895,11.0,
3211426615097906882,13.0,
3211628483103867276,20.0,
3212501585017604591,1.0,
3213834701915673828,3.0,
3214209496094646538,12.0,
3216244498950842951,5.0,
3216518497887170571,27.0,
3216850856308712636,2.0,
3218331798590664872,1.0,
3219161931386002573,62.0,
3220072353564279035,1.0,
3221804314821477701,2.0,2.0
3222617981403259744,8.0,
3222958746891803666,1.0,
3223043509457542112,33.0,1.0
3224307379824664136,6.0,
3224334558464274347,8.0,
3226433091487369668,30.0,10.0
3226580188059213387,1.0,
3226851563764600737,1.0,
3228324322417856550,1.0,
3228901115025888179,1.0,
3232148044290337738,1.0,
3233038791884113820,58.0,2.0
3239125748338424532,5.0,
3239996249333968727,1.0,
3240036943546353632,489.0,17.0
3241049954311056289,1.0,
3241763990607277219,43.0,7.0
3242303718735779078,4.0,
3244354182795079311,31.0,
3244427305175129383,1.0,
3248187136416100365,32.0,5.0
3249196094273402964,10.0,
3250597222039294172,87.0,1.0
3252347236384762808,2.0,
3253260975226123157,1.0,
3253385209522014981,14.0,
3253452403527519849,3.0,
3253549487240309228,12.0,
3253725308506315270,1.0,
3254203458343626571,31.0,1.0
3257369216770490672,6.0,1.0
3257915540160630649,33.0,
3260628602457825301,3.0,
3260730082384579279,3.0,
3261417358219648964,22.0,
3263840611318467566,127.0,
3264038568019874032,39.0,
3264281753716852549,1.0,
3264467098476871173,22.0,
3265399492316789967,4.0,
3265704850360380674,2.0,
3266317584513979603,5.0,1.0
3266580051704817612,1.0,
3266687340730525854,1.0,
3268364408583409986,144.0,6.0
3270809463550489797,63.0,5.0
3271010670352219294,2.0,
3271614015651114455,6.0,
3271888720973384777,137.0,5.0
3273122092039312518,1.0,
3273957023346663300,52.0,1.0
3275099097645146109,13.0,1.0
3276153295419205904,1.0,
3277360494648227141,286.0,10.0
3278305226532763183,1.0,
3278638138754708781,7.0,
3278895480210823368,13.0,1.0
3279240695442948181,7.0,
3279554519215179109,45.0,
3279856733269113270,6.0,
3280451931375618364,44.0,
3281056838232118004,17.0,
3283029658215624826,460.0,14.0
3283187462470868223,,1.0
3283865313210879036,1.0,
3284059565699517924,2.0,
3284179054626902562,2.0,
3286318895632295438,1.0,1.0
3286474244824079280,1.0,
3287485997963155919,7.0,
3291229155641192684,5.0,
3292034986245635989,1.0,
3293153733295604218,54.0,2.0
3293233183680445512,1.0,
3293385983227143684,21.0,
3294091998697570301,3.0,
3295328133423102396,2.0,
3296797377867341765,4.0,
3297171438762735257,1.0,
3298759754200806959,9.0,
3299676914450082057,,1.0
3300171852119746870,5.0,2.0
3307662641356923865,5.0,
3307847616289270161,91.0,5.0
3307872342264210035,39.0,2.0
3307933998406823422,55.0,3.0
3309070936640535683,7.0,
3309104635424386469,2.0,
3309416061814942418,6.0,
3309630830245358858,2.0,
3310113928654894116,29.0,1.0
3311215078541711037,1.0,
3315622630435205290,3.0,
3317437232114171062,1.0,
3319073710727418247,76.0,2.0
3319217554537392490,2.0,
3319316782098736139,21.0,
3321100079671135477,6.0,
3323125534626857652,21.0,1.0
3323865674860446721,3.0,
3323930579374521448,3.0,1.0
3324023046646022652,34.0,2.0
3324100089224943542,1.0,
3325567163215559906,2.0,
3326207457303710915,3.0,
3327079958293878526,91.0,3.0
3327652559746093749,1.0,
3329370352168301970,6.0,
3331342705185615909,14.0,
3333782278062415928,3.0,
3334430974061679848,89.0,
3336238563088139109,19.0,
3336264311950135281,6.0,
3337153082390395465,40.0,
3337454519630272286,2.0,
3337547152184752627,56.0,7.0
3339953121721442302,1.0,
3340026157377648672,4.0,
3340269622735415169,394.0,13.0
3340718868792856319,10.0,
3341748338026887413,1.0,2.0
3342487911071372892,5.0,
3344749107960966951,1.0,
3347228617696150807,2.0,
3347366465877000369,1.0,
3349886763742600981,1.0,
3351100326984560448,1.0,
3351826063753311005,4.0,
3352793507797460826,1.0,
3353298401713273740,14.0,
3356080206928095649,1.0,
3356628179413429697,31.0,3.0
3358576932774156727,71.0,1.0
3359792047755367786,7.0,
3361234596835343309,1.0,
3361333640693608007,1.0,
3361649047731781756,1.0,
3362299718500794692,199.0,2.0
3362358348499682554,12.0,
3363093853313988403,1.0,
3363327427162498233,8.0,
3365195140217057355,43.0,3.0
3365786913430639788,1.0,
3367799498946952476,2.0,
3368123628232803380,1.0,
3368355870058785395,7.0,
3368741205603779450,167.0,2.0
3369814635349462476,6.0,
3369991836196154735,1166.0,33.0
3373521206180569893,73.0,1.0
3374259058390695550,5.0,
3374919963701803132,1.0,
3376797736571657938,5.0,
3376971200984207751,425.0,16.0
3377019198358759434,1.0,
3378381436082138117,50.0,3.0
3378806153318150334,29.0,2.0
3379037585531586311,16.0,
3379988654633245182,3.0,
3380034174054217943,1.0,
3384983677348774156,38.0,1.0
3385577260254771845,2.0,
3386256854441909293,155.0,4.0
3386821788283753578,55.0,3.0
3387346443430060421,2.0,
3387849796167554495,2.0,
3388429458701826536,1.0,
3388926142072214551,3.0,
3389650768793891675,13.0,
3392234633066050921,3.0,
3396059852879347699,42.0,1.0
3397459368015311422,7.0,
3398019733404980761,38.0,1.0
3399210703432871784,35.0,6.0
3399487917173731741,18.0,
3401173841796395052,1339.0,59.0
3401205481944384207,20.0,
3401500612470914382,61.0,4.0
3401689809542286087,9.0,2.0
3401719403002761234,3.0,
3402192637003102835,1.0,
3402503068011310553,1.0,
3402874013629721269,9.0,
3403518814699301724,6.0,
3403739788483962878,26.0,
3403944872791958914,4.0,
3404068624092992796,4.0,
3404525190193208175,3.0,
3404771885155934044,384.0,12.0
3406734921089128326,2.0,
3406962718502755517,24.0,
3407149449371780620,2.0,
3410117839758042811,7.0,1.0
3411634099820995531,2.0,
3412100971506581161,24.0,
3412720377098676069,20.0,2.0
3414150174444628069,30.0,3.0
3415619253219257584,2.0,
3416424665086441571,5.0,1.0
3416785926969160419,67.0,3.0
3417228998968466891,4.0,
3418590025010402794,1.0,
3421973849854886377,2.0,1.0
3423953656786489549,2.0,
3425254186220704606,7.0,
3427682905684942894,8.0,1.0
3429145457372437790,1.0,
3429903120089063586,31.0,
3430157037694191150,1.0,
3435317716942248227,42.0,1.0
3435680862735801100,7.0,
3437262763722706957,18.0,
3437322030168544252,6.0,
3438556249655382037,1.0,1.0
3438853710416468622,379.0,13.0
3439460547091024441,,1.0
3439930773994272764,1.0,
3440604128922655182,1.0,
3444387626139718489,5.0,
3444647220397515150,1937.0,81.0
3446575386581206902,6.0,
3446954629357618728,7.0,
3447635481399400134,1.0,
3449280786205320436,1.0,
3449958719248932878,2.0,
3451382775123644463,125.0,5.0
3451598837580638268,17.0,4.0
3451806665034511338,6.0,
3451840019687392327,3.0,
3452653989659004569,27.0,6.0
3453212985012477005,1.0,
3453748432217215057,6.0,2.0
3455409028125794956,149.0,12.0
3455492749757199371,2.0,
3456255319793349574,10.0,
3456791852905700282,1.0,1.0
3456942175008185997,3.0,1.0
3457598502174833442,1.0,
3459037714755901675,2.0,1.0
3460925033335199460,22.0,
3461800422250631026,2.0,
3461803777767726952,2.0,
3462058395567770573,14.0,2.0
3462113126610273892,11.0,2.0
3463420207336824928,3.0,
3464166908485258210,1.0,
3465037067083409784,2.0,1.0
3465254960475504975,30.0,
3466705852077004952,1.0,
3467203412252486770,5.0,
3468219945388482868,1.0,
3469080698297024311,2.0,
3469186294053326573,1.0,
3470647155655873997,812.0,23.0
3471009752346255602,3.0,1.0
3471049018987527003,1.0,
3471441493047022351,150.0,10.0
