,shop_score_delivery,shop_score_delivery
0.9646230598669624,106.0,
0.964623394654634,55.0,
0.9646265938069218,20.0,
0.9646270031313318,,6.0
0.964627184025414,155.0,
0.964628099173554,8.0,
0.9646287475483328,4.0,
0.964630225080386,8.0,
0.9646327845382964,58.0,
0.9646370250606306,2.0,
0.9646370530877572,27.0,
0.9646388836507638,5.0,
0.9646395523993976,16.0,
0.96464,5.0,
0.9646423057128152,,2.0
0.9646425255338904,,1.0
0.9646469248291571,21.0,
0.9646501346964153,139.0,
0.9646504847292076,24.0,
0.9646523716699156,6.0,
0.9646539027982326,5.0,
0.9646556718094226,117.0,
0.9646568355693536,277.0,
0.9646596066565808,6.0,
0.9646621473868358,26.0,
0.9646625766871166,,2.0
0.9646680253576804,2.0,
0.9646688815060908,4.0,
0.9646691449814128,60.0,
0.9646694796061884,18.0,
0.9646700507614214,2.0,
0.9646764091858038,51.0,
0.9646775488359648,3.0,
0.9646799116997792,1.0,
0.9646821392532794,53.0,
0.9646836456831652,1.0,
0.9646860356138708,63.0,
0.9646866485013624,8.0,
0.9646896551724138,82.0,
0.9646901811248808,12.0,
0.964690682141684,,122.0
0.9646909300982092,9.0,
0.964693665628245,1.0,
0.9646943966998968,62.0,
0.9646948356807512,2.0,
0.9646951830443159,21.0,
0.964696815142242,52.0,
0.9646984126984126,135.0,
0.964701030927835,2.0,
0.964702226825479,4.0,
0.9647027575970628,24.0,
0.9647047709022204,18.0,
0.9647049749325108,35.0,
0.9647058823529412,23.0,
0.9647069141938314,,8.0
0.9647093889716841,40.0,
0.9647103458339412,25.0,
0.9647120389387502,444.0,
0.9647125353440152,12.0,
0.9647141190198364,26.0,
0.9647143198661248,30.0,
0.9647154369963142,9.0,
0.9647190516925332,,125.0
0.9647225859811152,106.0,
0.9647244094488192,112.0,
0.9647257964632217,47.0,
0.9647268262737876,16.0,
0.9647284345047924,,1.0
0.9647290640394088,24.0,
0.9647306698469488,17.0,
0.9647342680143464,53.0,
0.964735357183162,99.0,
0.9647356901240299,19.0,
0.9647399891284654,,47.0
0.9647414070028912,1.0,
0.9647424032645924,39.0,
0.9647436878347362,1.0,
0.9647446457990116,44.0,
0.9647457627118644,3.0,
0.9647470101195952,19.0,
0.964748490945674,3.0,
0.9647487437185932,10.0,
0.9647491005491384,1.0,
0.9647514694144109,5.0,
0.9647530040053404,26.0,
0.9647552447552448,2.0,
0.9647554259799158,50.0,
0.9647574462310876,73.0,
0.9647606946209236,4.0,
0.9647611336032388,7.0,
0.964761752988048,17.0,
0.9647619047619048,,1.0
0.9647627365356624,84.0,
0.9647635309534208,7.0,
0.96476805637111,,17.0
0.9647690655209452,19.0,
0.9647703281027104,1.0,
0.9647730055784842,119.0,
0.9647798742138364,6.0,
0.964782608695652,3.0,
0.9647848101265823,9.0,
0.9647858351777112,9.0,
0.9647881104948576,40.0,
0.9647885304659498,1.0,
0.964791086350975,9.0,15.0
0.9647926684961856,14.0,
0.9647952639368524,4.0,
0.9648,11.0,1.0
0.9648020113136392,52.0,
0.9648100287640065,,8.0
0.964811905746176,,16.0
0.9648145968216596,8.0,
0.9648167539267016,1.0,
0.9648191517043976,2.0,
0.9648226950354609,1.0,
0.9648288288288288,44.0,
0.964830116446004,7.0,
0.964830917874396,13.0,
0.9648311229000884,42.0,
0.9648314606741571,5.0,
0.9648315189217213,16.0,
0.9648326055312956,2.0,
0.9648366013071896,61.0,
0.9648468708388817,2.0,
0.9648492729637071,119.0,
0.9648554913294798,5.0,
0.9648555623847572,37.0,
0.9648612308222722,41.0,
0.9648638295884524,16.0,
0.9648701473110061,7.0,
0.9648728246318607,2.0,
0.9648729561679591,21.0,
0.9648741188318228,4.0,
0.9648741721854304,16.0,
0.9648746150461944,1.0,
0.9648760541783796,19.0,
0.9648768186226964,,6.0
0.9648780487804878,14.0,
0.9648834019204388,5.0,
0.9648859146980572,63.0,
0.9648871181938912,1.0,
0.9648964218455744,32.0,
0.9649019927241136,48.0,
0.9649032258064516,3.0,
0.9649066600948804,16.0,
0.964907451352634,502.0,
0.9649100219458668,434.0,
0.9649144095341279,11.0,
0.9649149338374291,3.0,
0.9649166666666666,11.0,
0.964918970448046,1.0,
0.9649245767735986,74.0,
0.9649271618658576,372.0,
0.9649315068493152,15.0,
0.9649320877227854,54.0,
0.9649343832020998,1.0,
0.964934929724102,11.0,
0.9649363197189283,12.0,
0.9649420849420848,25.0,
0.9649436815306279,7.0,
0.964945770065076,,1.0
0.9649479953267032,513.0,
0.9649494288733458,2.0,
0.964952380952381,3.0,
0.964956772334294,2.0,
0.9649571317225254,473.0,
0.9649580024594092,5.0,
0.9649669360764146,2.0,
0.9649698125198602,13.0,
0.9649704142011836,1.0,
0.964971098265896,,2.0
0.9649711934156379,64.0,
0.964972972972973,5.0,
0.9649751243781096,1.0,
0.9649758919961426,28.0,
0.9649793510324484,1.0,
0.9649811320754718,8.0,
0.9649824618647524,7.0,
0.9649844092851371,459.0,
0.9649855072463768,3.0,
0.9649856536210262,67.0,
0.9649872773536896,1.0,
0.9649882352941176,2.0,
0.9649906890130356,1.0,
0.9649920127795526,53.0,
0.9649927431059506,,1.0
0.9649947826086958,35.0,
0.9649954595421306,16.0,
0.9649959049959048,81.0,
0.9649971036879708,47.0,
0.965,14.0,3.0
0.9650023384154895,,5.0
0.965002616431188,,5.0
0.9650063211125156,1.0,
0.9650072611094976,2.0,
0.9650083139341536,71.0,
0.9650094876660342,10.0,
0.9650111494019866,40.0,
0.9650122850122852,9.0,
0.9650139275766016,1.0,
0.9650179211469534,1.0,
0.9650186865990388,64.0,
0.9650216450216452,2.0,
0.9650251256281408,46.0,
0.9650288350634372,1.0,
0.9650291497085032,46.0,
0.9650308938624196,,17.0
0.9650340136054424,11.0,
0.965034629391828,4.0,
0.965035143769968,3.0,
0.9650354510024886,10.0,
0.9650371665937908,57.0,
0.9650376136120932,14.0,
0.9650394599220312,47.0,
0.9650420168067226,29.0,
0.9650427837992016,1.0,
0.965043646944714,3.0,
0.9650485436893204,,1.0
0.9650506195837044,3.0,
0.9650517598343686,2.0,
0.9650526315789474,,1.0
0.965052923137798,67.0,
0.9650531440162272,60.0,
0.9650539901053992,37.0,
0.9650545914755786,34.0,
0.9650562541363336,1.0,
0.9650578654093442,8.0,
0.965060658578856,54.0,
0.9650660450660452,2.0,
0.9650664496880932,,1.0
0.9650669412976314,1.0,
0.9650676506765068,11.0,
0.9650682261208576,,2.0
0.965069597069597,4.0,
0.9650704225352112,1.0,
0.9650707618187292,6.0,
0.9650719925685092,92.0,
0.9650721810378462,53.0,
0.9650726040658276,13.0,
0.9650726522304518,97.0,
0.965080291970803,3.0,
0.9650814332247556,8.0,
0.9650866454004656,28.0,
0.9650909090909092,51.0,
0.9650914722679316,47.0,
0.9650923748740344,,2.0
0.9650930270182819,5.0,
0.9650980392156864,5.0,
0.9650991501416429,3.0,
0.9650994152046783,6.0,
0.9651014492753622,38.0,
0.9651042846671554,64.0,
0.9651070578905631,2.0,
0.965107105784656,18.0,
0.9651083121071202,21.0,
0.9651090342679128,1.0,
0.96511185394703,27.0,
0.9651121544079292,14.0,
0.9651122973109076,56.0,
0.965113960720828,31.0,
0.9651149086623454,9.0,
0.9651162790697674,4.0,
0.9651174529217628,44.0,
0.9651182197496524,94.0,
0.9651205645951776,118.0,
0.9651211685293792,73.0,
0.965121198558338,20.0,
0.9651213769586752,58.0,
0.9651282051282052,,1.0
0.965131195335277,1.0,
0.9651357300073368,1.0,
0.9651396648044692,6.0,
0.9651416122004356,3.0,
0.9651431779898934,1.0,
0.965143721633888,10.0,
0.9651485148514852,7.0,
0.965150512214342,12.0,
0.965151953690304,9.0,
0.965153840803172,18.0,
0.9651551312649164,1.0,
0.9651555555555557,6.0,
0.9651602300739524,41.0,
0.9651605370694688,2.0,
0.9651612903225806,1.0,
0.9651650606154802,6.0,
0.9651670089720029,4.0,
0.9651677373304784,4.0,
0.9651700680272108,15.0,
0.9651700952333342,5.0,
0.9651706004647184,,8.0
0.965171102661597,3.0,
0.9651718494271686,,1.0
0.96517419799931,8.0,
0.9651755577109602,36.0,
0.9651764705882352,2.0,
0.9651766999756276,4.0,
0.9651781855163356,43.0,
0.9651782363977486,2.0,
0.9651784725662168,54.0,
0.9651792828685258,1.0,
0.9651799529095192,10.0,
0.965181347150259,19.0,2.0
0.9651831817064176,30.0,
0.9651862891207156,1.0,
0.9651914098972922,3.0,
0.965191688096716,,18.0
0.9651973772246756,59.0,
0.9651991030696668,19.0,
0.965201793721973,2.0,
0.965202492211838,48.0,
0.9652032520325202,,1.0
0.9652055460958404,13.0,
0.9652068931944308,429.0,
0.9652091926929875,42.0,
0.9652173913043478,62.0,
0.9652188695282616,111.0,
0.9652224653537564,39.0,
0.9652238117212736,1.0,
0.9652255892255892,10.0,
0.9652256532066508,6.0,
0.9652308685824992,6.0,
0.9652320675105486,1.0,
0.965242819843342,5.0,
0.965243445692884,1.0,
0.9652448934768284,137.0,
0.9652452231496172,23.0,
0.9652488687782804,61.0,
0.9652498334443704,1.0,
0.96525215810995,3.0,
0.9652530779753764,19.0,
0.9652542372881356,22.0,
0.965259819468163,38.0,
0.9652599388379206,54.0,
0.9652615384615384,74.0,
0.9652620760534428,12.0,
0.9652626892252892,60.0,
0.9652631578947368,29.0,
0.9652635253054104,29.0,
0.9652682926829268,2.0,
0.9652711096189356,10.0,
0.9652713178294574,1.0,
0.9652723146747352,19.0,
0.9652725470763132,1.0,
0.9652729077075752,14.0,
0.9652742481323032,6.0,
0.9652756756756756,12.0,
0.9652772993455048,23.0,
0.9652790818988002,4.0,
0.9652794612794612,10.0,
0.9652818532818532,4.0,
0.9652841626673404,12.0,
0.9652847836980124,9.0,
0.9652848484848486,9.0,
0.965286783042394,4.0,
0.9652881355932204,11.0,
0.9652890149979734,63.0,
0.9652895532140816,2.0,
0.9652910052910052,2.0,
0.9652921423774344,4.0,
0.9652950558213717,6.0,
0.9652976190476189,8.0,
0.9652987012987012,2.0,
0.9652987064775816,6.0,
0.9652991730176748,,13.0
0.9653032243045048,21.0,
0.9653064958828912,,1.0
0.9653093093093096,2.0,
0.965311443746982,20.0,
0.9653146853146856,1.0,
0.9653190308858886,59.0,
0.965319387373926,,16.0
0.9653219654476106,50.0,
0.9653239104829212,14.0,
0.9653279242731576,,1.0
0.9653333333333334,,4.0
0.9653348339898706,47.0,
0.9653355989804588,89.0,
0.9653372008701956,88.0,
0.9653391684901532,1.0,
0.9653415384615384,,6.0
0.9653420632922018,42.0,
0.9653458697112156,20.0,
0.9653511348464618,12.0,
0.9653553719008264,3.0,
0.9653564290473018,1.0,
0.9653608247422679,8.0,
0.9653623188405798,1.0,
0.9653631284916202,3.0,
0.9653662780581174,12.0,
0.9653665835411472,19.0,
0.9653718395068775,22.0,
0.9653731343283584,2.0,
0.9653743201702528,17.0,
0.9653757351339578,3.0,
0.9653762734143938,4.0,
0.9653781512605042,3.0,
0.9653794139744554,1.0,
0.9653796526054591,19.0,
0.9653819201121234,32.0,
0.9653831294269156,2.0,
0.9653831775700936,3.0,
0.9653854059609456,1.0,
0.9653906006847184,,18.0
0.9653923541247484,7.0,
0.9653981026175932,4.0,
0.965411475697491,19.0,
0.9654158741137816,27.0,
0.965420810449755,2.0,
0.9654242204496012,21.0,
0.9654263565891474,,1.0
0.965427135678392,5.0,
0.9654285714285716,,7.0
0.9654298642533936,9.0,
0.965432098765432,3.0,
0.9654355400696866,12.0,
0.9654362017804154,1.0,
0.9654365983295368,30.0,
0.96544,53.0,
0.9654401816547612,25.0,
0.9654425363276092,3.0,
0.9654427645788336,1.0,
0.9654468085106382,14.0,
0.9654470774091626,4.0,
0.9654523522316044,9.0,
0.9654545454545456,,1.0
0.965461102524472,2.0,
0.9654625550660794,2.0,
0.9654629378224276,5.0,
0.9654736842105264,6.0,
0.9654742202418842,11.0,
0.9654768153980752,5.0,
0.9654782608695652,2.0,
0.9654784240150094,,3.0
0.9654810495626822,1.0,
0.965481682496608,13.0,
0.9654857142857144,24.0,
0.9654868208714364,12.0,
0.9654883163571,2.0,
0.9654897213635676,62.0,
0.9654901960784316,1.0,
0.9654909380173284,71.0,
0.9654932604024224,,15.0
0.9654965545196594,,16.0
0.9654972067039108,,5.0
0.9654989800407984,4.0,
0.9654989816700609,12.0,
0.9655018587360596,6.0,
0.9655026455026454,5.0,
0.965503409546731,123.0,
0.9655045871559632,,6.0
0.9655054917171132,,2.0
0.9655089820359282,6.0,
0.9655100497512435,1.0,
0.9655110534565698,8.0,
0.9655111111111112,3.0,
0.965513002364066,11.0,
0.9655158324821248,,25.0
0.96551717340955,,4.0
0.9655172413793104,23.0,
0.9655189255189256,6.0,
0.9655191108701546,4.0,
0.9655204427780756,9.0,
0.9655213079603324,10.0,
0.9655232198142414,5.0,
0.9655233069481092,1.0,
0.9655237496067944,3.0,
0.9655239960822724,3.0,
0.9655248618784532,18.0,
0.9655251400163614,5.0,
0.9655264078349072,3.0,
0.9655266757865936,3.0,
0.9655274126322541,9.0,
0.9655300346323794,2.0,
0.965532447410762,78.0,
0.9655374851249504,4.0,
0.9655387281984618,58.0,
0.9655390957104212,64.0,
0.9655426855426856,6.0,
0.965542768692375,62.0,
0.9655452865064696,4.0,
0.9655509451360074,3.0,
0.9655521283158544,5.0,
0.9655541821178409,129.0,
0.9655582779138958,3.0,
0.9655619047619048,5.0,
0.9655671166104238,,101.0
0.9655688298172199,58.0,
0.9655696202531644,2.0,
0.9655721393034826,2.0,
0.9655730705367348,77.0,
0.965575598556904,15.0,
0.9655756268535992,11.0,
0.9655780998389696,5.0,
0.9655788514129444,2.0,
0.9655794587092296,2.0,
0.9655797645880292,44.0,
0.9655813953488372,2.0,
0.9655846422338568,43.0,
0.9655903315773164,1.0,
0.9655913978494624,33.0,
0.9655953155497724,8.0,
0.9655958235605658,40.0,
0.9655961284645842,3.0,
0.9655992680695336,,3.0
0.9656,1.0,
0.9656039177081904,3.0,
0.9656060606060606,2.0,
0.9656061745497726,1.0,
0.9656064313177212,31.0,
0.965607476635514,3.0,
0.9656091779652982,25.0,
0.9656096164854036,66.0,
0.9656132635560052,1.0,
0.9656138981065784,69.0,
0.965615588248058,53.0,
0.9656172058557746,15.0,
0.9656216216216218,181.0,
0.9656224141996612,44.0,
0.9656227239621268,1.0,
0.9656244541484716,9.0,
0.9656263121063682,4.0,
0.965628442663996,15.0,
0.9656286427976686,3.0,
0.9656296296296296,1.0,
0.965631067961165,2.0,
0.9656314517900286,3.0,
0.9656351039260972,40.0,
0.9656367746797287,1.0,
0.9656372681157646,517.0,
0.9656388349514564,12.0,
0.965639344262295,2.0,
0.9656416772554004,1.0,
0.9656424079065588,3.0,
0.9656455921638468,9.0,
0.965647005203388,37.0,
0.9656497175141244,28.0,
0.965650557620818,10.0,
0.9656542269611575,30.0,
0.9656551724137932,31.0,
0.965655526992288,6.0,
0.9656575682382136,10.0,
0.9656576699692518,,41.0
0.9656590084643292,6.0,
0.9656603773584906,2.0,
0.9656608036146525,2.0,
0.9656629213483146,7.0,
0.9656643536365972,11.0,
0.9656660878193996,42.0,
0.9656667440087509,,55.0
0.965671077504726,1.0,
0.9656716417910448,1.0,
0.965672009864365,11.0,
0.9656753688989784,4.0,
0.9656759292674126,4.0,
0.9656761033937048,,2.0
0.9656761971583934,38.0,
0.9656765676567658,6.0,
0.9656770456191166,,10.0
0.9656794907279268,,22.0
0.9656808199121524,3.0,
0.965681426106958,26.0,
0.9656834809395458,3.0,
0.965684186853054,298.0,
0.9656855851330991,1.0,
0.9656866849138626,,1.0
0.9656879922130784,2.0,
0.9656887565152644,2.0,
0.9656890198968312,1.0,
0.965692007797271,11.0,
0.9656934306569342,1.0,
0.9656953642384104,,15.0
0.965697151424288,4.0,
0.9656977041904926,133.0,
0.965698478561549,1.0,
0.9657001239157372,52.0,
0.9657002457002456,6.0,
0.9657025528711244,1.0,
0.965702891326022,22.0,
0.9657069076823755,8.0,
0.9657072946933782,42.0,
0.9657124456609244,4.0,
0.9657142857142856,114.0,
0.9657156416847934,1.0,
0.9657197149643706,1.0,
0.9657205813805672,49.0,
0.9657244444444444,1.0,
0.9657267075344552,52.0,
0.9657267759562842,3.0,
0.9657298178852948,23.0,
0.9657302001740644,35.0,
0.9657345467438838,22.0,
0.965736510453616,112.0,
0.9657386915162104,24.0,
0.9657392571012382,14.0,
0.9657411764705884,6.0,
0.9657430730478588,2.0,
0.965743766122098,2.0,
0.9657441253263708,2.0,
0.9657452574525744,9.0,
0.9657482933660072,31.0,
0.9657528758656212,20.0,
0.9657539958304378,4.0,
0.9657543859649124,1.0,
0.965756026296567,1.0,
0.965757559128574,8.0,
0.9657591568941468,,3.0
0.9657603068072866,34.0,
0.965761316872428,3.0,
0.9657639671550476,5.0,
0.9657640361647506,,3.0
0.9657674418604651,11.0,
0.9657700205338808,88.0,
0.9657703365465924,7.0,
0.9657749469214438,15.0,
0.9657783402639668,29.0,
0.9657800610297808,19.0,
0.9657803468208092,3.0,
0.9657818740399386,34.0,
0.965783303730018,5.0,
0.9657861635220126,7.0,
0.9657875980042768,3.0,
0.9657906458797328,1.0,
0.9657945945945944,17.0,
0.9657957244655582,11.0,
0.9657966616084976,18.0,
0.965796993876415,173.0,
0.9657973492945704,1.0,
0.9658047493403694,6.0,
0.9658059810357404,4.0,
0.9658070050736538,592.0,
0.965807200929152,11.0,
0.9658101308285812,,33.0
0.9658102966429848,150.0,
0.9658103241296518,,4.0
0.9658107116654441,15.0,
0.9658119658119656,8.0,
0.965815041381792,1.0,
0.9658161066790892,22.0,
0.9658210947930574,35.0,
0.9658238884045336,2.0,
0.9658252427184466,20.0,
0.9658288770053476,,7.0
0.9658301467318808,9.0,
0.9658305084745764,2.0,
0.9658308422718482,29.0,
0.9658317276814388,,27.0
0.9658320126782884,26.0,
0.965833914863922,7.0,
0.9658353741847336,6.0,
0.9658378378378378,6.0,
0.9658399022982124,1.0,
0.9658402203856752,,1.0
0.965840746365806,,19.0
0.9658412493962324,1.0,
0.9658415362272068,1.0,
0.9658444022770398,14.0,
0.9658447488584476,48.0,
0.9658455114822548,18.0,
0.9658458813108944,,11.0
0.9658471760797342,1.0,
0.9658479532163744,91.0,
0.9658511682701748,33.0,
0.9658518049398352,4.0,
0.9658536585365852,1.0,
0.9658556760181212,438.0,
0.9658560794044666,14.0,
0.9658562938951918,12.0,
0.9658611825192802,1.0,
0.9658649093904448,2.0,
0.9658656484906336,73.0,
0.9658658696058284,,13.0
0.9658661216147164,58.0,
0.9658711589455624,68.0,
0.9658726752503576,1.0,
0.9658744333012776,1.0,
0.9658784976052432,,5.0
0.9658787715031972,1.0,
0.9658823529411766,4.0,
0.9658842138563746,12.0,
0.9658866776524276,,34.0
0.9658867924528304,2.0,
0.9658887677208288,2.0,
0.9658888596260204,125.0,
0.9658907887479316,25.0,
0.9658927708903556,3.0,
0.9658951424246592,1.0,
0.9659016393442624,1.0,
0.9659084435401832,178.0,
0.9659088145896656,90.0,
0.9659090909090909,6.0,
0.9659096758379804,261.0,
0.9659106529209622,19.0,
0.9659138187221395,16.0,
0.9659147869674188,1.0,
0.9659150326797384,37.0,
0.9659220779220778,,1.0
0.965923230722121,3.0,
0.9659241126070992,2.0,
0.9659242439880276,9.0,
0.9659246454752072,,35.0
0.9659280181452476,37.0,
0.9659299191374664,4.0,
0.9659318001586044,32.0,
0.9659320629660316,3.0,
0.9659323076923076,9.0,
0.9659354838709676,6.0,
0.9659368149580916,7.0,
0.9659368703828072,,7.0
0.9659368940595804,,13.0
0.965936899862826,7.0,
0.965939177101968,,2.0
0.9659398554666252,32.0,
0.965940594059406,15.0,
0.9659411764705884,2.0,
0.9659426847662144,26.0,
0.9659499587572176,1.0,
0.9659527121001391,1.0,
0.9659530653395684,67.0,
0.9659564237415476,38.0,
0.9659574468085108,5.0,1.0
0.9659623574666848,1.0,
0.9659624510006192,2.0,
0.9659710823205884,173.0,
0.9659713701431494,2.0,
0.9659800664451828,3.0,
0.9659807956104254,,2.0
0.9659810015245692,,10.0
0.965981308411215,2.0,7.0
0.965984251968504,2.0,
0.9659853754235777,18.0,
0.9659862649454638,393.0,
0.9659900927219612,5.0,
0.9659931895573212,22.0,
0.9659935897435898,23.0,
0.9659937304075236,10.0,
0.9659970029724618,542.0,
0.9659979317476732,2.0,
0.965999624554158,22.0,
0.966,,1.0
0.9660029717682022,1.0,
0.9660056092240574,213.0,
0.9660092366204835,1.0,
0.9660096153846154,100.0,
0.9660107684777288,8.0,
0.966012542990087,20.0,
0.9660133401744484,1.0,
0.9660165289256201,1.0,
0.9660176991150442,6.0,
0.9660188784008884,25.0,
0.9660207570940068,26.0,
0.9660220569376764,114.0,
0.966023102310231,5.0,
0.9660241884150222,,24.0
0.9660246913580246,94.0,
0.96602478329164,,33.0
0.9660255989497868,40.0,
0.966027397260274,18.0,
0.9660289855072464,5.0,
0.9660313266654086,5.0,
0.9660335195530728,4.0,
0.9660349665443556,99.0,
0.9660377358490566,6.0,
0.9660417072695382,22.0,
0.9660459319921666,4.0,
0.9660469483568076,4.0,
0.9660512158381752,2.0,
0.9660524395036776,142.0,
0.9660550260744472,3.0,
0.9660560747663552,9.0,
0.966056748872978,,4.0
0.966060606060606,206.0,1.0
0.9660609806345282,6.0,
0.9660633188148812,158.0,
0.9660661345496012,4.0,
0.9660709522539344,,18.0
0.966071704130446,8.0,
0.9660752606921564,67.0,
0.9660779406506972,,1.0
0.966078576723499,4.0,
0.9660813471854416,14.0,
0.9660828699551568,1.0,
0.9660847880299251,1.0,
0.9660855154126616,72.0,
0.966092221704704,3.0,
0.9660923614820568,446.0,
0.966092715231788,21.0,
0.96609900990099,40.0,
0.9661000205803664,5.0,
0.9661006761833209,22.0,
0.9661016949152544,5.0,
0.966107731861792,120.0,
0.9661095100864554,3.0,
0.9661099271092646,2.0,
0.9661176470588236,40.0,2.0
0.9661198989764724,,10.0
0.9661202185792349,2.0,
0.966126126126126,1.0,
0.9661264760451528,134.0,
0.9661313868613141,3.0,
0.9661407226588696,84.0,
0.9661410788381743,48.0,3.0
0.9661417227374676,18.0,
0.9661423220973782,5.0,
0.9661454080078008,84.0,
0.966145634769348,18.0,
0.966146095717884,2.0,
0.9661466125240435,,6.0
0.9661469933184856,1.0,
0.9661501559126888,,2.0
0.9661508325171402,12.0,
0.9661519756838908,,2.0
0.9661521377012772,14.0,
0.966153846153846,68.0,2.0
0.9661544416489258,9.0,
0.96615919209469,107.0,
0.9661612311167584,31.0,
0.9661623002747591,153.0,
0.9661629448353216,5.0,
0.9661631037212984,45.0,
0.9661648745519712,20.0,
0.9661660972539752,10.0,
0.9661669790986084,387.0,
0.9661678183613028,22.0,
0.9661683935217784,219.0,
0.9661697596592638,64.0,
0.9661697664662284,32.0,
0.9661714285714283,1.0,
0.966171522363562,7.0,
0.9661731684110372,19.0,
0.9661745827984596,44.0,
0.9661764705882354,9.0,
0.9661772568373432,43.0,
0.9661776765375856,108.0,
0.9661791290057521,1.0,
0.9661819599012688,44.0,
0.966184190562889,72.0,
0.966185775752974,172.0,
0.9661896610749744,80.0,
0.9661911987860394,,4.0
0.9661924686192468,1.0,
0.9661939218523878,2.0,
0.9661971830985916,3.0,
0.9662000639181848,7.0,
0.9662006079027357,15.0,
0.9662016379553796,22.0,
0.9662048304567992,80.0,
0.9662051541182416,130.0,
0.9662084080494122,26.0,
0.9662085308056872,111.0,
0.966209228193322,98.0,
0.9662111801242236,4.0,
0.9662113127001069,92.0,
0.9662123613312203,3.0,
0.9662133682830932,82.0,
0.9662139534883722,1.0,
0.9662140063988623,11.0,
0.9662144927536234,125.0,
0.966217008797654,15.0,
0.9662181909800958,,5.0
0.9662186972167144,13.0,
0.9662215439399722,131.0,
0.9662222222222224,1.0,
0.966225621414914,18.0,
0.9662301675977654,36.0,
0.9662304038589324,560.0,
0.9662310264065936,9.0,
0.9662312138728324,,4.0
0.9662315388280134,1.0,
0.9662333594361788,1.0,
0.9662369146005508,14.0,
0.9662373297839666,6.0,
0.9662385321100916,7.0,
0.9662386371770096,36.0,
0.9662391681109186,,1.0
0.9662407862407862,139.0,
0.9662422997946613,,1.0
0.966242774566474,10.0,
0.9662448715180308,55.0,
0.9662469337694196,6.0,
0.9662477558348296,46.0,
0.9662482720486592,,11.0
0.96625,25.0,
0.9662529457973291,2.0,
0.9662545454545456,15.0,
0.9662587980508934,133.0,
0.9662598588625986,35.0,
0.966265060240964,4.0,
0.9662695580565468,78.0,
0.9662702702702703,18.0,
0.9662708472314878,52.0,
0.9662719999999999,38.0,
0.9662737419228512,211.0,
0.9662744422430872,42.0,
0.9662745098039216,7.0,
0.9662761576603076,67.0,
0.9662765104584214,12.0,
0.9662787442511498,23.0,
0.9662788144895718,64.0,
0.9662809917355372,1.0,
0.9662849289967934,9.0,
0.9662853221882604,,7.0
0.9662857925743252,149.0,
0.9662868543560188,30.0,
0.9662872628726288,33.0,
0.9662893081761008,3.0,
0.9662912621359224,5.0,
0.9662927035006328,13.0,
0.9662996389891698,43.0,
0.9663000875223562,,8.0
0.9663013698630136,3.0,
0.9663028997420562,,38.0
0.9663051702395964,37.0,
0.966306957231092,22.0,
0.9663072020395156,51.0,
0.9663079777365492,7.0,
0.9663097325241627,,74.0
0.9663118517258972,,21.0
0.9663125599232982,18.0,
0.9663157894736842,63.0,
0.9663180287183124,190.0,
0.9663190302097364,19.0,
0.9663223140495868,31.0,
0.9663297431648716,7.0,
0.9663311097634929,3.0,
0.9663318986131041,212.0,
0.9663321799307958,52.0,
0.9663352739214808,33.0,
0.9663356973995272,21.0,
0.9663373326527728,419.0,
0.9663404286445764,,1.0
0.966341968911917,36.0,
0.9663424278370898,2.0,
0.966344055944056,207.0,
0.9663448275862071,1.0,
0.9663492784910804,38.0,
0.9663493394841688,51.0,
0.9663501786625829,1.0,
0.9663507896924356,1.0,
0.966351931330472,29.0,
0.9663548979371424,,28.0
0.9663589743589744,1.0,
0.9663594677892204,29.0,
0.9663595068137574,,2.0
0.9663601738929712,48.0,
0.9663605155774336,111.0,
0.966361502347418,,1.0
0.9663631376851344,16.0,
0.9663636363636364,3.0,
0.9663657040457648,43.0,
0.9663663663663664,14.0,
0.9663666362423646,77.0,
0.9663677209056472,3.0,
0.9663678516228748,1.0,
0.966369006731694,15.0,
0.9663691874119305,,2.0
0.9663700744506992,187.0,
0.9663710807819994,32.0,
0.9663768115942032,175.0,
0.9663776127137677,161.0,
0.9663788140472078,1.0,
0.9663791923340176,19.0,
0.9663809787116396,10.0,
0.966382737081204,10.0,
0.9663838623553842,26.0,
0.9663847203274216,10.0,
0.9663852110916812,10.0,
0.9663865546218486,2.0,
0.9663893674624662,72.0,
0.9663896583564175,11.0,
0.9663915053947594,101.0,
0.9663935372186959,1.0,
0.9663949843260188,4.0,
0.9663994814734796,92.0,
0.9664014419981974,29.0,
0.9664022398506766,5.0,
0.9664040146146058,193.0,
0.9664055422328804,4.0,
0.9664070213933078,2.0,
0.9664071474154436,2.0,
0.9664077669902912,14.0,
0.9664088397790056,1.0,
0.9664095972579264,9.0,
0.9664098269123396,26.0,
0.9664110622250156,11.0,
0.9664194983557934,8.0,
0.9664196403083072,96.0,
0.9664197530864198,7.0,
0.9664204069710836,56.0,
0.966421768707483,32.0,
0.9664224137931036,25.0,
0.9664232775185287,20.0,
0.966425470332851,11.0,
0.9664262295081968,45.0,
0.9664271614686144,53.0,
0.9664273445551356,48.0,
0.9664274013402828,4.0,
0.96642774566474,4.0,
0.9664287259355396,98.0,
0.9664311463590484,2.0,
0.9664335664335664,19.0,
0.9664338624338624,24.0,
0.9664352761405808,2.0,
0.966436327739388,,6.0
0.9664370969954724,7.0,
0.966437327006722,13.0,
0.9664394829612222,7.0,
0.9664403829416884,4.0,
0.966442870341854,12.0,
