,shop_score_service,shop_score_service
0.9658068678758336,2.0,
0.9658076605951578,8.0,
0.965810055865922,3.0,
0.965811320754717,6.0,
0.965819627688415,15.0,
0.9658249446494463,76.0,
0.9658252427184466,22.0,
0.9658293857728592,2.0,
0.9658305084745764,1.0,
0.9658308773520744,4.0,
0.9658346723799324,9.0,
0.965834777585211,39.0,
0.9658359712230216,,2.0
0.9658366036389584,18.0,
0.9658413026621866,6.0,
0.9658426966292136,9.0,10.0
0.9658440575321724,6.0,
0.96584681460272,58.0,
0.9658469782673416,3.0,
0.9658479532163744,6.0,
0.9658497109826588,13.0,
0.9658526122261376,274.0,
0.9658528698464026,9.0,
0.9658536585365852,5.0,
0.9658552278820376,10.0,
0.9658601823708208,4.0,
0.9658637163691226,18.0,
0.96586454742009,90.0,
0.9658649448479956,12.0,
0.9658669943173092,222.0,
0.9658673811118554,30.0,
0.965867758025323,16.0,
0.965868063131864,29.0,
0.965868990197604,,18.0
0.9658695287606908,37.0,
0.9658734228120444,,19.0
0.9658752515090544,9.0,
0.9658759161763188,5.0,
0.9658784880269148,1.0,
0.9658786890108259,26.0,
0.9658901098901098,26.0,
0.9658914728682172,1.0,
0.9658928374958742,46.0,
0.9658942947147358,3.0,
0.9658947368421054,6.0,
0.9658964143426294,2.0,
0.96589710332901,15.0,
0.9658990300920168,90.0,
0.9659013767209008,54.0,
0.9659016393442624,3.0,
0.9659041290934978,2.0,
0.9659075535512964,1.0,
0.9659104477611942,33.0,
0.9659115426105718,11.0,
0.965911708253359,1.0,
0.9659130434782608,1.0,
0.9659141280074156,4.0,
0.9659147869674188,7.0,
0.9659152016546018,2.0,
0.9659156279961648,84.0,
0.9659157630744266,32.0,
0.9659171597633136,2.0,
0.965918307028433,117.0,
0.965920428065936,4.0,
0.965920434890042,38.0,
0.9659205776173284,3.0,
0.965922746781116,19.0,
0.9659260344196264,14.0,
0.9659280575539568,73.0,
0.9659281812483208,7.0,
0.9659299457326098,23.0,
0.9659315589353612,34.0,
0.9659324522760646,8.0,
0.965933014354067,4.0,
0.9659366012061236,,4.0
0.9659367013957144,8.0,
0.9659425060346718,,1.0
0.9659431765253844,3.0,
0.9659434549757132,27.0,
0.9659441920830628,,1.0
0.9659447753113156,,7.0
0.965944890431764,,19.0
0.9659449541284404,1.0,
0.965945945945946,1.0,
0.9659468782338738,8.0,
0.9659475218658892,2.0,
0.965948804738735,60.0,
0.9659502304147468,40.0,
0.9659510869565218,32.0,
0.9659574468085108,4.0,
0.9659583870373779,48.0,
0.9659603789836348,28.0,
0.9659605286981714,,10.0
0.9659607338268428,2.0,
0.9659607843137256,1.0,
0.9659622113365988,4.0,
0.96596256684492,,7.0
0.9659633827375762,8.0,
0.9659639126305792,3.0,
0.9659652240131996,16.0,
0.9659674905366288,60.0,
0.9659676813228112,29.0,
0.9659687561795532,1.0,
0.9659715394566624,5.0,
0.9659737991266376,84.0,
0.965974359514136,4.0,
0.9659760541384694,5.0,
0.9659765425803162,3.0,
0.9659789473684209,1.0,
0.9659805825242718,,1.0
0.9659808681638808,7.0,
0.965981308411215,1.0,
0.9659816642452784,78.0,
0.965981783697034,5.0,
0.9659818919762722,6.0,
0.9659834043507514,16.0,
0.9659845595190871,33.0,
0.9659889094269872,6.0,
0.9659910313901344,2.0,
0.9659945504087192,20.0,
0.9659946823458204,62.0,
0.966,3.0,
0.9660020811654526,10.0,
0.9660026514245974,,25.0
0.9660080520284916,3.0,
0.9660103626943006,71.0,
0.9660106571936056,5.0,
0.9660120240480959,23.0,
0.9660143626570916,50.0,
0.966015680684248,3.0,
0.96601607347876,3.0,
0.9660171162387609,58.0,
0.9660176991150442,6.0,
0.966018916595013,2.0,
0.96602000944652,64.0,
0.9660200668896322,2.0,
0.9660206185567012,2.0,
0.9660209015754172,68.0,
0.9660278002500552,13.0,
0.9660280924331672,11.0,
0.966030150753769,66.0,
0.9660314774073446,3.0,
0.9660318237454102,39.0,
0.9660322913088286,11.0,
0.9660335195530728,5.0,
0.9660364212193192,45.0,
0.9660393498716852,51.0,
0.966043165467626,16.0,
0.966044093923642,20.0,
0.9660450160771704,8.0,
0.9660477453580902,25.0,
0.9660478313741389,,16.0
0.9660482659225412,53.0,
0.9660516605166052,11.0,
0.9660526315789476,6.0,
0.9660530421216847,5.0,
0.9660536836093659,85.0,
0.9660547504025764,2.0,
0.9660567062135532,10.0,
0.9660598179453836,119.0,
0.966060606060606,41.0,2.0
0.9660631143300568,3.0,
0.9660649161986948,58.0,
0.9660681114551084,2.0,
0.9660686600221484,22.0,
0.9660701066840844,11.0,
0.9660744985673352,13.0,
0.9660748349229642,15.0,
0.9660756756756756,17.0,
0.9660781476121564,2.0,
0.9660784313725491,37.0,
0.9660841132032923,,13.0
0.9660881934566146,7.0,
0.9660895522388059,1.0,
0.9660959746879944,1.0,
0.9660976364949942,31.0,
0.9660977686935786,73.0,
0.9660981912144704,31.0,
0.9661005671077504,40.0,
0.9661009639229724,77.0,
0.9661056543668702,15.0,
0.9661069491087576,31.0,
0.966107494885624,,5.0
0.966107678729038,10.0,
0.9661083743842364,22.0,
0.9661085796120296,53.0,
0.9661110715049548,11.0,
0.9661176470588236,1.0,
0.9661206552137436,3.0,
0.9661207609594706,,15.0
0.9661268292682929,2.0,
0.9661277131173324,2.0,
0.9661290322580643,141.0,
0.9661301725930548,,47.0
0.9661338367946296,,6.0
0.9661356932153392,3.0,
0.9661429736341398,23.0,
0.9661469933184856,1.0,
0.9661477045908184,22.0,
0.9661503725445926,10.0,
0.9661511111111112,11.0,
0.966153846153846,13.0,
0.9661545665453464,6.0,
0.9661555193039696,23.0,
0.9661555432984004,25.0,
0.9661575369852059,3.0,
0.9661602324616024,35.0,
0.9661611374407584,3.0,
0.9661612311167584,31.0,
0.9661671569475688,10.0,
0.9661693774537295,99.0,
0.9661696936839252,85.0,
0.9661729790842284,20.0,
0.9661745827984596,44.0,
0.9661774370208104,,6.0
0.9661778092444624,,6.0
0.9661812778603268,16.0,
0.9661816250663836,,8.0
0.9661841544860584,83.0,
0.9661844109939668,84.0,
0.9661862047633778,22.0,
0.9661870705370916,18.0,
0.9661899966431688,28.0,
0.9661901689125072,37.0,
0.9661923489452986,,1.0
0.9661924686192468,1.0,
0.9661926910299004,,1.0
0.9661947615849564,,7.0
0.9661971830985916,2.0,
0.9661983914209116,23.0,
0.9661991750147318,10.0,
0.9662010221465078,2.0,
0.9662020529443544,22.0,
0.9662032085561498,142.0,
0.9662033027522936,15.0,
0.9662042977899991,37.0,
0.9662046204620462,29.0,
0.9662056074766354,3.0,
0.9662082514734776,22.0,
0.9662098138747884,21.0,
0.9662117647058824,,1.0
0.9662134918583614,1.0,
0.9662193126022912,42.0,
0.966223408198058,15.0,
0.966225680933852,1.0,
0.9662260127931771,101.0,
0.9662269129287601,21.0,
0.9662283737024222,1.0,
0.9662311557788944,1.0,
0.966232044198895,1.0,
0.9662352279122116,47.0,
0.9662407132243684,5.0,
0.9662414131501472,2.0,
0.966242371403662,2.0,
0.966242774566474,32.0,
0.9662434527550808,11.0,
0.9662437633642196,76.0,
0.9662458471760798,1.0,
0.9662465753424658,4.0,
0.9662485746864312,4.0,
0.9662486894527154,51.0,
0.9662492949802596,1.0,
0.9662514285714284,196.0,
0.9662536001772396,16.0,
0.9662548692264888,146.0,
0.9662550698512844,8.0,
0.9662568885120816,,2.0
0.9662612163509472,3.0,
0.966262247237857,7.0,
0.9662629093362396,66.0,
0.9662638717632552,1.0,
0.9662730627306272,1.0,
0.9662743064557946,5.0,
0.9662766575387935,3.0,
0.9662780269058296,2.0,
0.9662798704969422,40.0,
0.9662816389316179,32.0,
0.966283724978242,48.0,
0.9662840615009896,30.0,
0.9662857142857144,1.0,
0.966287112908375,1.0,
0.9662877416552024,17.0,
0.9662893081761008,1.0,
0.9662903225806452,3.0,
0.9662908011869435,9.0,
0.9662924176367478,33.0,
0.9662937062937064,39.0,
0.9662939958592132,4.0,
0.9662952275249724,10.0,
0.9662996158770808,2.0,
0.9662996811902234,12.0,
0.9662998102466792,8.0,
0.9663013698630136,5.0,
0.9663060989643268,1.0,
0.9663064396743156,6.0,
0.9663076068850638,25.0,
0.966309819213045,6.0,
0.9663139407244788,64.0,
0.9663149713397454,,11.0
0.9663157894736842,110.0,
0.966318038566316,72.0,
0.9663245204769312,46.0,
0.9663252673044458,15.0,
0.9663270777479892,,7.0
0.9663284539803492,33.0,
0.9663293951327879,,20.0
0.9663297431648716,3.0,3.0
0.9663336875664188,21.0,
0.9663363696956232,61.0,
0.9663371658951768,19.0,
0.9663376623376624,,1.0
0.9663402944197192,80.0,
0.9663438471790315,45.0,
0.9663448275862071,2.0,4.0
0.9663465045592704,90.0,
0.9663465553235908,1.0,
0.9663492063492064,10.0,2.0
0.9663518559191742,137.0,
0.966355140186916,2.0,
0.9663565891472868,5.0,
0.9663567100605917,26.0,
0.9663586436237216,104.0,
0.9663589743589744,3.0,
0.9663596148842052,2.0,
0.9663604240282686,21.0,
0.9663614100185528,14.0,
0.966363300036996,378.0,
0.9663640531866116,42.0,
0.9663655030800822,87.0,
0.9663716814159292,15.0,
0.9663728813559322,7.0,
0.9663747810858144,7.0,
0.9663795551348796,13.0,
0.9663820224719102,1.0,
0.9663844465349641,31.0,
0.9663886703383164,2.0,
0.9663900882297728,22.0,
0.9663920922570016,2.0,
0.966396495071194,1.0,
0.9663972680705748,21.0,
0.9663980660757454,142.0,
0.9663987572053474,,39.0
0.96639932460954,27.0,
0.9664,2.0,
0.9664039408866996,,11.0
0.966405406768548,99.0,
0.96640756734526,43.0,
0.9664127546501328,41.0,
0.9664150943396228,,1.0
0.9664165378041834,6.0,
0.9664175824175824,6.0,
0.9664197530864198,1.0,2.0
0.966420123897128,23.0,
0.9664206313917296,27.0,
0.966421125781793,4.0,
0.96642166344294,7.0,
0.9664252236898168,48.0,
0.9664259714707328,26.0,
0.9664268585131894,1.0,
0.9664272211720226,,3.0
0.9664323277055079,,22.0
0.9664335664335664,2.0,
0.9664336681361634,304.0,
0.9664343958487768,35.0,
0.9664355923435076,2.0,
0.9664363652046406,210.0,
0.9664364457729782,27.0,
0.9664394829612222,7.0,
0.9664479315263907,4.0,
0.966448230668414,5.0,
0.9664484044757564,,6.0
0.9664484509014528,21.0,
0.966450668726371,2.0,
0.9664529689963216,26.0,
0.9664567556795536,26.0,
0.96645726807889,2.0,
0.966458923512748,6.0,
0.9664592827422231,26.0,
0.9664616613418532,53.0,
0.966464,23.0,
0.9664649181797804,10.0,
0.9664660887302396,1.0,
0.9664670658682636,6.0,
0.9664714796629691,18.0,
0.966472148541114,3.0,
0.9664745940282872,110.0,
0.9664770007976602,,10.0
0.9664775207333044,,1.0
0.966481647269472,2.0,
0.9664844949339884,34.0,
0.9664862819299906,25.0,
0.9664864864864864,15.0,
0.9664883720930232,16.0,
0.966489297859572,38.0,
0.9664906909391808,28.0,
0.966494871153365,,3.0
0.966494960806271,1.0,
0.9664961040554636,58.0,
0.9664967225054626,14.0,
0.9664970645792564,9.0,
0.9665,2.0,
0.9665020840012826,18.0,
0.966503670967282,212.0,
0.966505481303499,38.0,
0.9665063649222064,17.0,
0.9665069356872636,142.0,
0.9665075921908894,,1.0
0.9665084745762712,7.0,
0.966509139545252,49.0,
0.9665116279069768,43.0,
0.9665120967741936,49.0,
0.9665142857142855,,7.0
0.966515477509316,96.0,
0.9665171898355756,7.0,
0.9665177832919768,101.0,
0.9665179982440736,257.0,
0.9665206812652068,14.0,
0.9665230769230768,2.0,
0.9665248226950356,1.0,
0.9665254722381224,66.0,
0.9665271966527196,5.0,
0.9665283422459894,10.0,
0.9665285607552808,14.0,
0.9665300135109052,19.0,
0.9665353873632508,305.0,
0.9665356265356266,139.0,
0.96653683319221,4.0,
0.966538169676734,108.0,
0.9665385347288298,19.0,
0.9665399239543726,,3.0
0.9665405143134399,2.0,
0.96654333818333,126.0,
0.9665459514861634,,41.0
0.9665491183879094,21.0,
0.9665496463190988,39.0,
0.9665543205449982,6.0,
0.9665573770491804,52.0,
0.9665625,4.0,
0.9665648854961832,3.0,
0.9665653495440728,2.0,
0.9665671641791044,1.0,1.0
0.9665680113521185,40.0,
0.9665685164212912,28.0,
0.966568612585292,72.0,
0.9665692841578566,58.0,
0.9665716480327728,133.0,
0.9665724530689728,12.0,
0.9665763111373012,9.0,
0.9665764023210832,1.0,
0.9665774378585086,4.0,
0.9665790666062528,67.0,
0.966580946318693,181.0,
0.9665813493021684,24.0,
0.9665822784810127,2.0,
0.9665834969286302,14.0,
0.9665836298932384,7.0,
0.9665853170634128,33.0,
0.9665857885615252,6.0,
0.9665904277848371,1.0,
0.966594409583571,1.0,
0.9665949203616012,16.0,
0.966597198879552,45.0,
0.9665978164650341,,11.0
0.9666006600660066,5.0,
0.9666037315097004,11.0,
0.9666050198150596,3.0,
0.9666062437059416,,25.0
0.9666086956521741,1.0,
0.9666127167630056,22.0,
0.9666178489702516,123.0,
0.9666178623718888,2.0,
0.9666214599122458,4.0,
0.9666224328593996,47.0,
0.9666225165562914,1.0,
0.9666257668711656,3.0,
0.9666259561612136,,12.0
0.9666278454208576,28.0,
0.9666281544542414,64.0,
0.9666316960737562,8.0,
0.9666318289786222,1.0,
0.9666321243523316,3.0,
0.966632536973834,202.0,
0.9666358595194084,2.0,
0.9666367713004484,16.0,
0.9666368266707824,22.0,
0.9666375993844576,114.0,
0.966639334660888,3.0,
0.9666397766056468,23.0,
0.966644050438456,18.0,
0.966644101792654,5.0,
0.9666449511400652,1.0,
0.9666454196289942,34.0,
0.9666485013623978,1.0,
0.9666486506496872,96.0,
0.9666524398918764,,5.0
0.9666557555919256,1.0,
0.9666594438425424,9.0,
0.9666600985221674,3.0,
0.9666638203398514,55.0,
0.9666649062582521,,3.0
0.9666666666666668,10.0,23.0
0.9666686725566892,28.0,
0.9666750313676288,1.0,
0.9666752910737386,3.0,
0.9666772655007948,7.0,
0.966677367576244,38.0,
0.9666791744840526,2.0,
0.9666823682287012,50.0,
0.9666857688634192,6.0,
0.9666869570029328,38.0,
0.9666894197952218,2.0,3.0
0.9666903914590748,10.0,
0.9666913373490722,31.0,
0.9666914498141264,1.0,
0.9666918238993712,4.0,
0.9666925195301524,87.0,
0.9666931848316096,3.0,
0.9666938775510204,8.0,
0.9666944213155704,2.0,
0.9666976236001092,3.0,
0.9666977532852904,,12.0
0.9666987693953986,16.0,
0.9667023172905528,75.0,
0.9667034990791898,3.0,
0.9667045024593266,23.0,
0.96670465337132,6.0,
0.9667074663402692,6.0,
0.9667076382791924,1.0,
0.9667104344182148,15.0,
0.9667114093959732,75.0,
0.9667153284671532,1.0,
0.9667182320441988,31.0,
0.96672,1.0,
0.9667223769730736,,1.0
0.9667245017584996,1.0,
0.966728160607705,39.0,
0.9667293625914316,1.0,
0.9667307692307692,100.0,
0.966730833056754,,40.0
0.9667323376760936,15.0,
0.9667355186349348,3.0,
0.966736091565813,,2.0
0.9667361492046078,7.0,
0.9667386609071276,32.0,
0.9667396974439229,2.0,
0.9667401574803148,1.0,
0.9667433639694069,33.0,
0.966743978590544,9.0,
0.9667495010622548,17.0,
0.9667497921862012,4.0,
0.9667507807620236,9.0,
0.9667513980681242,11.0,
0.966752503576538,2.0,
0.9667530261201952,11.0,
0.966762072796184,,12.0
0.9667634854771784,2.0,
0.9667716535433072,9.0,
0.966772602739726,46.0,
0.9667729688686408,22.0,
0.9667731629392969,1.0,
0.9667752779932766,1.0,
0.9667759562841532,2.0,
0.9667803992740474,2.0,
0.9667848101265824,30.0,
0.9667850707850708,11.0,
0.9667860906217072,1.0,
0.966787295177448,32.0,
0.9667926876701672,,3.0
0.9667965077233044,3.0,
0.9668032056990206,7.0,
0.9668064799698608,23.0,
0.9668089082697401,7.0,
0.9668097281831188,12.0,
0.9668103384433088,57.0,
0.9668138182327796,185.0,
0.9668147412830376,60.0,
0.9668148148148148,4.0,
0.9668186753528774,5.0,
0.966820183717126,15.0,
0.966821258182625,3.0,
0.9668227424749164,23.0,
0.9668241469816274,1.0,
0.9668246581227178,36.0,
0.9668270332187858,2.0,
0.966828993666432,195.0,
0.9668292682926828,3.0,
0.9668321167883211,2.0,
0.9668336871903752,218.0,
0.9668363636363636,1.0,
0.9668368967623702,16.0,
0.9668393782383421,1.0,
0.9668403171007928,90.0,
0.9668411494498452,2.0,
0.966843373493976,1.0,
0.9668461147790756,,10.0
0.9668468468468471,27.0,
0.9668484848484848,24.0,
0.9668502994011976,2.0,
0.966850828729282,1.0,
0.9668535218133074,1.0,
0.9668549905838042,4.0,
0.9668571428571427,2.0,
0.9668573425758724,165.0,
0.9668581375108792,4.0,
0.9668584579976984,3.0,
0.9668622222222224,5.0,
0.9668631578947368,19.0,
0.9668639053254438,1.0,
0.9668662455369406,6.0,
0.9668688798662526,1.0,
0.9668699620420522,242.0,
0.9668714448236632,20.0,
0.9668722466960352,27.0,
0.966873847027104,215.0,
0.9668739455290432,4.0,
0.9668741542625171,7.0,
0.9668782470037552,8.0,
0.9668784815349702,2.0,
0.9668786897733764,15.0,
0.9668801191362622,2.0,
0.9668804664723032,8.0,
0.9668825269825394,326.0,
0.9668827930174564,1.0,
0.9668837209302326,8.0,
0.9668864468864468,19.0,
0.9668869565217392,,10.0
0.9668898043254376,20.0,
0.966891151135474,6.0,
0.9668930817610062,3.0,
0.966896551724138,120.0,1.0
0.966898441513958,101.0,
0.9668998920740216,39.0,
0.9669039623908664,,3.0
0.9669041095890412,5.0,
0.9669067405355494,11.0,
0.9669070208728652,,2.0
0.9669113972708052,24.0,
0.966912181303116,3.0,
0.9669135802469137,3.0,
0.9669150583135516,9.0,
0.9669159891598916,4.0,
0.9669192666452237,,2.0
0.9669201618932226,6.0,
0.966922126081582,6.0,
0.9669230174081238,7.0,
0.966923076923077,19.0,
0.9669273743016759,,3.0
0.9669281045751634,4.0,
0.9669305659020268,10.0,
0.9669333333333332,,1.0
0.9669335131035646,245.0,
0.966935582903975,20.0,
0.9669363629385124,,7.0
0.9669385828895032,20.0,
0.9669388971684054,31.0,
0.9669410815173528,2.0,
0.9669421487603308,4.0,
0.9669448444835133,94.0,
0.96695065890285,17.0,
0.9669507607658188,142.0,
0.966951433586893,,5.0
0.966955710955711,9.0,
0.966959349593496,17.0,
0.9669605568445476,3.0,
0.9669608659450456,3.0,
0.9669630746043708,8.0,
0.9669651741293532,10.0,
0.9669717624148004,12.0,
0.966972286972287,2.0,
0.9669756330625896,,1.0
0.9669764785295188,28.0,
0.9669767441860466,173.0,
0.9669819432502148,2.0,
0.9669841269841272,,1.0
0.9669854469854468,14.0,
0.967,4.0,
0.9670046281347542,15.0,
0.9670049099836332,,1.0
0.9670066518847008,1.0,
0.9670083432657924,1.0,
0.9670097544567776,,1.0
0.9670134102017796,57.0,
0.9670142180094788,111.0,
0.9670145423438836,3.0,
0.967016389183572,,5.0
0.967016544749374,,8.0
0.9670180120080054,4.0,
0.9670204081632654,2.0,
0.9670212765957448,2.0,
0.9670223577235773,25.0,
0.9670229007633588,1.0,
0.9670234278668309,11.0,
0.9670250896057347,1.0,
0.9670303030303032,,1.0
0.9670322911327524,33.0,
0.96703355704698,2.0,
0.9670338983050848,2.0,
0.9670342746281526,315.0,
0.9670349819059108,2.0,
0.9670384138785626,1.0,
0.967039838628341,2.0,
0.9670445956160244,,5.0
0.9670480549199084,44.0,
0.9670510708401978,2.0,
0.9670512820512819,4.0,
0.9670516532073749,39.0,
0.967051689569172,,1.0
0.9670544783010158,2.0,
0.9670588235294116,284.0,
0.9670590306818684,193.0,
0.9670599975053014,51.0,
0.9670606293169608,20.0,
0.967062389492296,12.0,
0.9670631970260224,13.0,
0.9670642413078516,2.0,
0.9670650730411688,4.0,
0.9670751445086704,1.0,
0.9670769230769232,11.0,
0.9670781893004116,17.0,
0.967080459770115,26.0,
0.9670822179732316,51.0,
0.967083775185578,114.0,
0.9670846143563696,23.0,
0.9670848708487084,8.0,
0.9670864012021037,29.0,
0.9670866141732284,1.0,
0.9670921985815604,18.0,
0.9670949185043144,,18.0
0.9670956103427542,,13.0
0.9671028037383178,27.0,
0.9671048951048952,2.0,
0.9671081141829624,,74.0
0.9671090047393364,142.0,
0.9671111111111109,13.0,
0.9671116986120292,1.0,
0.9671118820468344,6.0,
0.9671120246659816,12.0,
0.9671124807395994,19.0,
0.9671135295572596,53.0,
0.9671139510117146,1.0,
0.9671153365023768,25.0,
0.9671168526130358,1.0,
0.9671175616835994,4.0,
0.967123117528334,,9.0
0.9671232876712328,45.0,
0.9671275559883156,39.0,
0.9671285236502628,11.0,
0.9671309192200556,1.0,
0.9671309904153356,7.0,
0.9671317829457364,2.0,
0.9671355902473252,,2.0
0.9671370967741936,38.0,
0.9671378803127662,1.0,
0.9671401151631478,3.0,
0.9671411901983664,2.0,
0.9671450164488308,173.0,
0.9671454127268081,19.0,
0.9671454249764616,101.0,
0.967146266621207,149.0,
0.9671464519375944,66.0,
0.9671476997578692,9.0,
0.9671484805542434,42.0,
0.9671510957324108,1.0,
0.9671534391534392,46.0,
0.9671553075427928,5.0,
0.9671606824548002,40.0,
0.9671612878727148,,14.0
0.9671619047619048,10.0,
0.9671619975639464,18.0,
0.9671634467954616,23.0,
0.9671641791044776,1.0,
0.9671648873072359,1.0,
0.9671671671671672,11.0,
0.9671707773961912,11.0,
0.9671708683473392,1.0,
0.9671749338342012,116.0,
0.9671752577319588,3.0,
0.9671785552021808,,1.0
0.9671794871794872,63.0,
0.9671880002371496,172.0,
0.9671889722561507,258.0,
0.9671935853379152,111.0,
0.9671954380508034,37.0,
0.9671966527196654,2.0,
0.9672010512483576,8.0,
0.9672037447647204,4.0,
0.9672039800995024,55.0,
0.9672097759674134,12.0,
0.96720987654321,2.0,
0.9672102052135328,58.0,
0.9672124352331606,36.0,
0.9672131147540984,1.0,
0.9672142590053596,213.0,
0.967216367017979,13.0,
0.9672210953346856,,1.0
0.9672233009708736,5.0,
0.9672235530484508,39.0,
0.9672239629026194,34.0,
0.967229443152278,49.0,
0.9672326419727286,,11.0
0.9672344900105152,33.0,
0.9672349272349272,1.0,
0.967237604636188,2.0,
0.967241828929068,20.0,
0.967242105263158,31.0,
0.9672427983539096,1.0,
0.967244094488189,7.0,
0.967251461988304,12.0,
0.9672577406742048,40.0,
0.9672622478386168,2.0,
0.9672654690618764,2.0,
0.9672681067344346,1.0,
0.9672685433765438,31.0,
0.9672692673644148,22.0,
0.9672727272727272,5.0,1.0
0.9672778561354018,,6.0
0.9672806662893184,38.0,
0.9672808988764046,1.0,
0.967281795511222,1.0,
0.9672834413671184,2.0,
0.9672847857806076,19.0,
0.9672850898494414,1.0,
0.96728624535316,,1.0
0.9672870249017038,1.0,
0.9672893057183796,1.0,
0.9672896527031865,4.0,
0.9672934801406584,,18.0
0.9672969966629592,14.0,
0.9672978723404256,28.0,
0.9672987136731775,1.0,
0.9672987477638642,4.0,
0.9672992700729928,1.0,
0.9673006374398336,8.0,
0.9673019946343172,76.0,
0.967302747327108,40.0,
0.9673038073038074,4.0,
0.967304347826087,8.0,
0.9673071718538566,4.0,
0.9673101420872124,4.0,
0.9673104390486243,,1.0
0.9673118279569892,14.0,
0.9673170731707316,28.0,
0.9673178556352892,45.0,
0.967321750414534,33.0,
0.9673221075502444,2.0,
0.9673239436619718,3.0,
0.9673273273273272,1.0,
0.9673284054910244,61.0,
0.9673285420750124,95.0,
0.9673292976632168,9.0,
0.9673298429319372,5.0,
0.9673356401384084,6.0,
0.9673361621876476,11.0,
0.967340120073088,66.0,
0.9673419649657272,29.0,
0.967344262295082,2.0,
0.9673460805571984,19.0,
0.9673469387755104,6.0,
0.9673503383654348,24.0,
0.9673510265398098,15.0,
0.9673522267206478,3.0,
0.9673601691182948,3.0,
0.967361299052774,1.0,
0.9673641304347826,10.0,
0.9673650793650794,69.0,
0.967367141463202,20.0,
0.9673697310751584,40.0,
0.9673699109149948,70.0,
0.9673733291886852,10.0,
0.9673735725938012,11.0,
0.967373841400618,1.0,
0.9673739653875096,120.0,
0.9673748473748474,6.0,
0.9673766233766234,16.0,
0.967377049180328,74.0,
0.967379119186942,12.0,
0.9673796122576609,,3.0
0.9673816425120774,,4.0
0.9673829201101928,1.0,
0.9673831775700934,2.0,
0.9673850377487988,5.0,
0.9673853779429988,6.0,
0.9673856166612432,17.0,
0.9673908762717428,40.0,
0.9673925762205032,12.0,
0.9673925798101812,4.0,
0.9673931002385248,,33.0
0.967394120577977,1.0,
0.9673947990543734,11.0,
0.9673957513768684,12.0,
0.96739609076612,,4.0
0.9673962264150944,4.0,
0.9673965426925092,5.0,
0.9673991281993966,32.0,
0.9673996094744886,182.0,
0.9673999489256138,15.0,
0.967405740011255,14.0,
0.9674106175514628,1.0,
0.9674117647058824,10.0,
0.9674131274131276,4.0,
0.967413746991174,58.0,
0.9674141876430208,1.0,
0.9674144846545588,42.0,
0.9674155251141552,9.0,
0.967417160412552,12.0,
0.9674181818181816,,1.0
0.9674220798135742,58.0,
0.9674234824444672,81.0,
0.9674258970358812,2.0,
0.9674265151245234,17.0,
0.9674275138803208,5.0,
0.9674285714285716,4.0,
0.9674297640070636,23.0,
0.9674300511589716,130.0,
0.967431575131412,28.0,
0.9674316939890709,6.0,
0.967435549525102,4.0,
0.967436399217221,18.0,
0.9674371859296482,2.0,
0.9674398449081992,24.0,
0.9674399182621828,51.0,
0.9674432141727304,172.0,
0.9674441687344912,1.0,
0.9674460538963836,,55.0
0.9674461948080764,14.0,
0.96744705729505,17.0,
0.9674473808497096,66.0,
0.9674486414844268,,45.0
0.9674535438854206,,4.0
0.967455769889282,24.0,
0.967455853499019,,3.0
0.9674560645347164,,35.0
0.9674562200025942,,10.0
0.9674572480313126,,11.0
0.967457627118644,2.0,
0.9674588777863182,21.0,
0.9674590059743232,,24.0
0.9674592074592074,3.0,
0.967459732194838,19.0,
0.9674607393090121,199.0,
0.9674626865671644,2.0,
0.9674663402692778,14.0,
0.9674673495518566,28.0,
0.9674697259400892,7.0,
0.9674707098552722,5.0,
0.967474555570634,70.0,
0.9674754098360656,88.0,
0.9674771744353676,10.0,
0.9674777448071216,8.0,
0.9674786173747084,21.0,
0.9674791615289766,18.0,
0.9674808721164356,125.0,
0.9674845386637734,112.0,
0.9674846287969164,26.0,
0.9674849447060112,26.0,
0.967488282326992,40.0,
0.9674891774891774,6.0,
0.967492818226845,,9.0
0.9674935132330048,,4.0
0.9674951772624,30.0,
0.967496977025393,6.0,
0.96749874542978,16.0,
0.9675005892454293,150.0,
0.9675027502750276,51.0,
0.9675043717212092,24.0,
0.9675046439628484,5.0,
0.9675076923076924,1.0,
0.9675089514066496,6.0,
0.9675091496232509,112.0,
0.9675098978953948,39.0,
0.967511678604796,19.0,
0.9675119508308674,8.0,
0.9675131655939146,21.0,
0.9675142314990512,1.0,
0.9675151515151514,4.0,
0.9675159235668788,1.0,
0.9675181576616476,15.0,
0.9675183885934141,23.0,
0.9675187969924812,1.0,
0.9675272161741836,1.0,
0.9675284872298624,5.0,
0.967529411764706,5.0,
0.9675302245250432,,3.0
0.9675337897138844,1.0,
0.967536231884058,5.0,
0.9675368898978434,22.0,
0.9675395683453238,2.0,
0.96754039497307,6.0,
0.9675405742821476,2.0,
0.9675410484668644,67.0,
0.9675449101796408,32.0,
0.9675483049866944,55.0,
0.967548760393915,27.0,
0.9675488418932529,56.0,
0.9675504067044616,17.0,
0.9675524475524476,1.0,
0.9675539764963106,5.0,
0.9675569147128779,,31.0
0.9675576036866359,4.0,
0.9675595553202754,,3.0
0.9675603880460968,37.0,
0.9675623800383876,,2.0
0.9675634710117468,5.0,
0.9675639318993904,26.0,
0.9675641025641026,8.0,
0.9675675675675676,8.0,
0.9675727365208546,178.0,
0.9675730947435692,41.0,
0.9675733333333334,1.0,
0.9675737392959088,1.0,
