,shop_id,shop_id
2423526397596231354,65.0,
2425844217625767564,7.0,
2430204592440367228,811.0,30.0
2430615770525871339,3.0,
2430684835791065523,244.0,15.0
2431970692172811789,20.0,
2432957288962347080,44.0,
2433487451822433953,15.0,
2434050111091059766,148.0,8.0
2437060494717630701,11.0,
2439408247993193064,2.0,1.0
2440758984507431898,13.0,
2443345815116392776,153.0,7.0
2445893628823384384,8.0,
2448552235947980131,61.0,5.0
2450384510754302251,37.0,1.0
2450741029832211348,13.0,
2453819649709763269,184.0,13.0
2454212305579078326,14.0,
2454580021129215778,21.0,
2458526588977187195,6.0,
2461304934132776220,205.0,3.0
2463002727977672578,1377.0,35.0
2466218315868268806,37.0,1.0
2468894313207712620,77.0,2.0
2468917940504862911,52.0,7.0
2473284570600748290,2.0,
2474323869150347804,13.0,
2476051027821821366,8.0,1.0
2478172378027923702,9.0,
2482003337630307799,61.0,1.0
2485133267793208020,446.0,8.0
2489055922602584220,22.0,1.0
2490051791191206975,1.0,
2494280354650012319,26.0,1.0
2494573845838284787,1.0,
2496300478389917461,248.0,10.0
2498542938504368152,123.0,6.0
2500353972861775706,139.0,2.0
2500964342236461126,2.0,
2505942770840532337,202.0,11.0
2507167669178483878,4.0,
2517502060161428782,24.0,2.0
2520862186556291739,151.0,8.0
2524552353932287143,2.0,
2527079776459244580,1641.0,59.0
2530636067096856606,3.0,
2532017860528118825,57.0,1.0
2540521189913681019,236.0,13.0
2540885208305027269,196.0,14.0
2541157328550487420,6.0,2.0
2543658759661466255,6.0,
2544076362913539390,4.0,4.0
2546291283028348329,1.0,
2550427510982689844,7.0,
2551514957379987990,3.0,
2555100917235461728,1.0,
2555706603433129902,1803.0,63.0
2560765463232933539,1.0,
2568489560496602393,10.0,
2571964072019837743,2.0,
2572864571347001405,121.0,7.0
2573759555321167921,1.0,
2576659494765702207,18.0,
2577865411908330923,6.0,1.0
2581607348629278210,1.0,
2582062900274726344,11.0,
2582773419327248622,193.0,9.0
2584374584340647772,1.0,
2584802496377932697,5.0,
2590406077541557996,21.0,
2594090757916601094,1.0,
2596916950399552548,1.0,
2601008648423475820,234.0,12.0
2601793695771107663,5.0,
2606166882025538825,2.0,
2606568233365999298,7.0,1.0
2606779026986206253,2.0,1.0
2611803960249521291,26.0,2.0
2617042646174498864,36.0,
2617884520219040861,2.0,
2618620106696775050,823.0,5.0
2620432691799318471,24.0,
2621008253424087844,3.0,
2623125439031904993,39.0,1.0
2627012288522490757,3001.0,122.0
2631674860104704233,56.0,1.0
2632756965750075886,12.0,3.0
2634407812162140263,434.0,19.0
2634646345866239081,8.0,
2635572260519234766,12.0,
2640629733366092273,2.0,
2643124038970516952,18.0,2.0
2644133784552879728,65.0,3.0
2645534860957557662,608.0,28.0
2646401593237839425,17.0,
2651198644635386313,1.0,
2654007008018317162,1.0,
2654151483945740488,46.0,2.0
2659830894631363553,1.0,
2660144831881329404,1.0,
2660668271137057543,1.0,
2663770169135303343,23.0,
2664120859355120659,96.0,4.0
2665992334275447884,26.0,2.0
2666353629685291421,7.0,
2666798652693573160,6.0,
2668315941888355864,1.0,
2668357623824688159,34.0,2.0
2670214922754946056,6.0,
2670382032805142211,185.0,8.0
2672702255762146678,15.0,
2673652465435149255,59.0,6.0
2684145182189712204,13.0,
2684479140071327679,4.0,
2686500957169058958,14.0,
2688900463966890847,6.0,
2689436459177920757,17.0,2.0
2690291977646790269,9.0,
2693463596938541148,1.0,1.0
2694699158695595679,1.0,1.0
2697427561014562827,2.0,2.0
2700611322222122673,8.0,
2701162563076878780,20.0,1.0
2704801950754286304,23.0,
2708247757182369211,168.0,4.0
2708341805457214920,1.0,
2711930780977164512,144.0,6.0
2713633462157337798,2.0,
2715222667102933514,39.0,2.0
2720111275163188585,272.0,13.0
2721331090961519026,26.0,2.0
2721559014171503398,14.0,
2727322119525974549,2.0,
2727454745869305219,,1.0
2729753908083914839,404.0,12.0
2732099003353573994,145.0,4.0
2733640553384497193,8.0,1.0
2735194433893878483,6.0,
2737195633085228411,116.0,4.0
2737734542933517108,6.0,
2737814787841746029,134.0,7.0
2738446015914173929,254.0,15.0
2739452371766646505,12.0,
2742957408134900969,,1.0
2748335557249942083,9.0,1.0
2748418173126209350,49.0,3.0
2749961066222389923,4.0,
2749981688029816822,1285.0,36.0
2750224502968121373,2.0,
2751120428609147335,19.0,
2751254052933933371,5.0,
2751978186526698963,45.0,1.0
2753098653333117732,89.0,12.0
2760064104904948512,32.0,2.0
2760541974793735437,72.0,3.0
2761309100121526057,92.0,3.0
2763323835475383600,288.0,15.0
2764054134483278777,39.0,2.0
2765019753861531753,7.0,1.0
2768950368171668542,4.0,2.0
2771106522735421925,48.0,
2772271216614703186,592.0,24.0
2772291385143031257,1.0,
2773244142509746341,8.0,1.0
2773253854513989072,10.0,
2775321795939445461,1.0,
2775958944654136185,4.0,
2778216891180322203,3.0,
2783802652013442960,230.0,3.0
2787350487878576360,20.0,1.0
2792499863157452702,3.0,
2798097172353861605,2.0,
2801344140719635174,12.0,
2803325191725843709,3.0,
2804316920115442909,2.0,1.0
2805773975359359161,4.0,
2806194321850313395,19.0,1.0
2809267795706637483,132.0,4.0
2810307549211164335,7.0,
2812740821675041732,560.0,14.0
2815458903564271196,4.0,
2817264937802131008,21.0,
2818520047449392241,4.0,
2819330537032431599,71.0,3.0
2820806468766243082,5.0,
2823899628306425898,44.0,1.0
2827056544300426478,1.0,
2830366701374886843,53.0,1.0
2835757760721608015,9.0,
2837154685225897893,15.0,
2837627649418613056,56.0,1.0
2838816326583197135,20.0,
2844297308283222601,32.0,1.0
2844660702662798441,5.0,
2856166455404711478,3.0,
2857780778373760603,100.0,7.0
2857892840714748180,5.0,
2866634422558597679,106.0,5.0
2866797346647231518,334.0,15.0
2867749474209245392,8.0,1.0
2868018028274957974,26.0,
2868188241678750203,15.0,
2870805385767886105,130.0,4.0
2876632569347831900,32.0,
2876638611871539056,26.0,
2880602856462834654,70.0,2.0
2887536445702257569,62.0,
2888534588835890650,197.0,1.0
2890360135569143169,1.0,
2893589905401728251,1.0,1.0
2894850562777389832,2.0,1.0
2896879840414216740,22.0,1.0
2904799310091526115,772.0,47.0
2911194274039696474,,1.0
2912354710590705868,13.0,1.0
2919915281129336663,3.0,1.0
2923328479676494272,2.0,
2925563208562861796,16.0,1.0
2929065912285586591,196.0,5.0
2934062243606446225,1.0,
2935732030501492755,3.0,
2937179431490392420,40.0,1.0
2940414194549547953,6.0,
2942012207607829323,2.0,
2945747690230196427,1.0,
2952819968862019183,3.0,
2956006202027417587,1.0,
2959465756494417189,83.0,3.0
2960828896872222799,18.0,2.0
2965869978710456304,12.0,1.0
2966566735575623648,14.0,1.0
2967678018971568158,18.0,
2971616541500929601,464.0,13.0
2972524860772192954,1649.0,47.0
2978536307900385649,76.0,5.0
2981568303032733291,2.0,
2981799731673863435,12.0,
2982065577215663630,9.0,
2985664602438320614,3.0,
2986727567337785652,668.0,25.0
2989552155375730858,94.0,2.0
2993181510626969890,20.0,
2994793749695225020,2.0,
2998321916354574096,237.0,6.0
3000625262760634154,9.0,
3000954987864805896,2.0,
3001081693507024373,15.0,1.0
3001626587243218515,268.0,10.0
3003432921423401154,62.0,1.0
3003496534150751301,,1.0
3004002237004475073,92.0,3.0
3005663886738466638,138.0,1.0
3008316796111021733,7.0,
3011322251466986596,4.0,
3014015471377748335,12.0,1.0
3015724093343151889,1048.0,52.0
3017175287417691634,1.0,
3017828945798229143,20.0,
3017830943268420390,662.0,25.0
3018660810248372477,18.0,1.0
3020786210715016120,306.0,18.0
3023766991651272502,21.0,
3026149122337847340,428.0,11.0
3028054150630460880,13.0,
3028966849892043571,4.0,
3029444746436985708,4.0,
3030087702595288640,4.0,
3034541616526554921,192.0,16.0
3035236469345810428,,1.0
3041788157363923845,1.0,
3046893755340922092,14.0,2.0
3047919814409527311,170.0,
3049676860206363778,2.0,
3050904055752409027,3.0,
3058672695634670718,30.0,1.0
3060498912778650930,211.0,5.0
3060877864663424156,861.0,18.0
3063993652775636695,63.0,
3064298468801470311,10.0,
3066531647387154665,5.0,
3067339136755241352,12.0,
3069413127882493826,12.0,1.0
3069435511756040823,,1.0
3072839088600670985,3.0,
3073039491887310828,3.0,
3073604460366301707,3.0,
3073849160793745108,1.0,
3075166332782077940,2.0,
3077108015581335078,1102.0,34.0
3083158014974911199,1.0,
3084916633901848509,75.0,4.0
3086201036361759407,4.0,
3086677318429870352,34.0,1.0
3088483772727927072,5.0,
3090102885095820400,895.0,32.0
3091253305712858360,32.0,
3092864339483639325,4.0,
3096206028491049463,4.0,
3100687977376352049,5.0,
3104534369598931741,4.0,
3105414642060749748,87.0,2.0
3109114424201797849,216.0,11.0
3109221593759326845,1.0,
3117123474381235961,90.0,8.0
3119655762517851866,20.0,
3120399269309945837,60.0,3.0
3122083829431071410,3.0,
3129700193430233378,5.0,
3129985682356486477,4.0,
3130740497967851614,3.0,
3130792016117988229,4.0,
3132665257592350433,39.0,
3133016010082719744,37.0,
3133546820257689584,5.0,
3133568247858435431,33.0,
3138094561797710463,2.0,
3139045167719837466,131.0,2.0
3139305932564224961,428.0,31.0
3139633684614104528,3.0,
3142394622262089633,27.0,
3144112076512116725,2.0,
3145237280003396626,15.0,
3153266149343738420,2.0,
3157100955201667750,42.0,2.0
3157808352985328161,128.0,5.0
3158270757223110665,1.0,
3158749952668789056,10.0,
3166501132242951705,3.0,
3167754988426682188,72.0,1.0
3169828049904292010,735.0,18.0
3170126555083964461,568.0,23.0
3171530904422668840,170.0,4.0
3172820969821029083,1.0,
3174108332963149804,1.0,
3175130933969166289,602.0,15.0
3176409349935569589,81.0,8.0
3177787679657571282,6.0,
3178478572651320243,4.0,
3178890149459228988,121.0,9.0
3178996219754588485,9.0,2.0
3179751942927702809,2.0,
3180045714305750873,3.0,
3185097369758451630,2.0,1.0
3187183528419494102,1.0,
3188537021527311192,31.0,
3189958314605022344,74.0,1.0
3190575743059897408,2.0,
3191001994406824072,321.0,14.0
3195920000939432779,2.0,1.0
3196007720532354978,13.0,2.0
3199321546659613385,11.0,
3206263421173316010,,1.0
3211687417572636578,832.0,35.0
3211860664188383738,144.0,11.0
3221414876341399750,107.0,3.0
3224304618597195585,67.0,5.0
3224613425715908313,10.0,
3224821772501491647,2.0,
3226788054269989156,6.0,
3228884515824117137,4.0,
3233456006785334620,58.0,4.0
3235199555178782930,48.0,2.0
3239078157312439452,297.0,13.0
3245291957262501761,4.0,
3245796615214673033,,1.0
3249880603779010724,1.0,
3250422648846324139,4.0,
3250531952293927752,114.0,1.0
3252474958040037922,,1.0
3253781558962195060,2.0,1.0
3254605317644323945,245.0,11.0
3257522478108441501,12.0,
3260755126963917330,17.0,
3265305040759473710,2.0,
3267100465797299904,66.0,3.0
3274802758169243796,82.0,6.0
3280709835361465380,2.0,
3283395545808250249,277.0,9.0
3283651585731026070,3.0,1.0
3287202367044811505,380.0,21.0
3287901989767370821,4.0,
3288336079577233294,1.0,1.0
3291049827589063651,15.0,
3292334138279673063,4.0,
3293382601469103644,471.0,26.0
3296544160386325232,120.0,6.0
3303348036522784650,69.0,5.0
3305324136957410114,1.0,
3305443625660114276,150.0,
3306130335548078330,7.0,
3309671205446198261,2.0,
3310979177948193301,49.0,
3319992178797280697,2.0,1.0
3320948935927742112,43.0,
3321018724469659028,69.0,
3323264515177158962,17.0,1.0
3324293442180635271,48.0,1.0
3324546081487715953,110.0,6.0
3328012069701005153,10.0,
3333680773891518280,4.0,
3337130167677245235,170.0,6.0
3340075432607163114,523.0,13.0
3341188597082860784,428.0,18.0
3343791608505946035,136.0,3.0
3350186632797503723,11.0,
3351116380619440304,19.0,
3351355941589095753,5.0,
3355727845865272182,2.0,
3359994099657114701,42.0,
3360312053929707351,10.0,2.0
3362851843190706823,351.0,17.0
3364247674153919963,11.0,2.0
3365039815136732799,1.0,
3367656467743981161,76.0,
3371790044466343301,9.0,2.0
3371843838186516430,38.0,
3372098306524201318,11.0,1.0
3372635467430295752,25.0,1.0
3375685609830257096,28.0,
3385550437862623800,13.0,1.0
3387730187686387545,17.0,
3389868305722360198,8.0,1.0
3392162078594390842,1.0,
3394652095119863919,607.0,27.0
3394870778687133943,14.0,1.0
3395832430086137488,112.0,5.0
3395868003270879260,245.0,17.0
3398475404633238148,10.0,
3400634005085941779,1.0,
3402624616323282281,3.0,
3405877870797447323,48.0,2.0
3407900127899880987,2.0,
3409392839978676178,7.0,
3413512273208232978,2.0,
3413552134093561657,36.0,
3415223261697033786,4.0,
3422357346420790352,17.0,
3437432334886398413,20.0,
3437633223003277824,7.0,
3443310519120458097,1.0,
3447147007040924355,93.0,6.0
3452302489328719759,10.0,1.0
3454427291006092752,12.0,1.0
3459511134979473186,91.0,6.0
3460805218541575691,66.0,4.0
3464572856178283349,125.0,2.0
3476476589002967759,1670.0,51.0
3478539022431366056,361.0,8.0
3479898272713856376,293.0,14.0
3482557540335727418,102.0,1.0
3485109481863250782,159.0,9.0
3488280848774317281,1.0,1.0
3489377698009470873,11.0,
3495235599001732687,282.0,15.0
3495442432941572562,201.0,9.0
3497834819468340205,1.0,
3499075196238479108,4.0,
3504392534151207804,2.0,
3510883825038876865,10.0,
3518555159335175904,301.0,5.0
3525189305025813845,980.0,18.0
3525758327528227820,112.0,6.0
3526941526328534645,154.0,4.0
3536940510868916483,,1.0
3539004117114417834,39.0,2.0
3542835193855018755,49.0,2.0
3544429032575753658,4.0,
3544999273622496935,98.0,6.0
3545695541255908052,83.0,8.0
3546208851830587801,130.0,4.0
3548617828690513983,2.0,
3552173745712686089,5.0,
3556156076940428743,6.0,
3559581961962068754,52.0,4.0
3559970086758935064,757.0,36.0
3562857604777668267,7.0,
3562972729565776647,10.0,
3564940425884220665,41.0,2.0
3566918782458189408,95.0,5.0
3567809219981527107,6.0,
3569906842394694425,77.0,3.0
3570689598249927770,21.0,
3579379531812437366,7.0,
3579964422202116376,5.0,
3580360374460118627,53.0,2.0
3587309522648824774,23.0,1.0
3587519844453873794,157.0,5.0
3588099686938672022,1051.0,33.0
3590610244379811121,114.0,6.0
3601254860919777704,52.0,1.0
3602907551893343737,5.0,1.0
3608675879312967323,1807.0,84.0
3609149925546104071,149.0,2.0
3610275554280979512,266.0,14.0
3611049719625265823,247.0,8.0
3611542286798361761,1.0,
3613646833786053703,41.0,
3616846891035071449,41.0,6.0
3619958444895606397,4.0,
3623465158669595138,25.0,2.0
3624654749034396141,27.0,1.0
3624769542499067668,892.0,48.0
3626062750631793515,33.0,
3627848690884463458,,1.0
3628649580262660573,62.0,1.0
3632715554771153005,20.0,1.0
3634781636066107559,14.0,2.0
3640553485285580227,678.0,44.0
3640958976756635117,204.0,16.0
3642704372134070654,1.0,
3642824894066900731,24.0,2.0
3647603908188662368,148.0,6.0
3649641295568170117,28.0,2.0
3651032853504717578,17.0,
3656977436784374945,378.0,12.0
3657223558621340643,1.0,
3660086820112125136,33.0,
3660843457180441536,14.0,
3662427286373626502,3.0,
3665807397093512191,67.0,4.0
3669057571476360332,24.0,5.0
3671602833037210749,5.0,
3672338815147158725,10.0,
3673938535643703482,2.0,
3679886612185886695,319.0,14.0
3682693608968401311,2.0,2.0
3685840881698970926,49.0,5.0
3685852773705619746,1.0,
3686266948987270347,5.0,
3689321020998046850,3.0,
3690966622209768526,3.0,
3691035737964511058,13.0,
3695746881216111099,16.0,1.0
3699881815211157980,201.0,7.0
3699897009411953448,4.0,3.0
3700445762395740360,1322.0,54.0
3700708218505701407,179.0,8.0
3700941862264149054,1.0,
3703612389462298039,214.0,10.0
3705271180997277503,10.0,
3706572817932603084,172.0,8.0
3707479374646381717,4.0,1.0
3707747339297371420,128.0,7.0
3708799492121268500,11.0,1.0
3710594977952925967,1.0,
3710898171399250246,9.0,
3717370792678161209,661.0,39.0
3719184603260449474,1.0,
3723713187486886918,55.0,1.0
3726014712974084338,1.0,
3726033143729236464,12.0,1.0
3727749929159444966,2663.0,67.0
3730440643625281633,14.0,
3734196474773377522,1.0,
3734230087646089766,11.0,
3735730243007795658,1.0,
3737923520510084544,22.0,3.0
3749082426387175340,4.0,
3749907281529350830,23.0,1.0
3750315004434085970,1.0,
3754458130970641841,12.0,1.0
3754676171827537484,223.0,12.0
3757101789269043324,34.0,1.0
3758438834879093439,,1.0
3759681249431253096,1.0,
3761596693215068299,3.0,
3761898606089611775,658.0,28.0
3766016933943833094,20.0,
3766480676843850588,39.0,
3769555183932402518,4.0,1.0
3769675758345411323,693.0,25.0
3773031724207929357,13.0,
3774423994187616148,97.0,1.0
3775007800294317490,30.0,1.0
3776654691827709468,3.0,
3777235962852039935,86.0,6.0
3780044465881149894,6.0,
3783424955685507577,1.0,
3787022327770676556,1.0,
3787200703185522753,1283.0,42.0
3788809472208032710,2.0,
3796355603675703298,530.0,17.0
3797102057244607174,1.0,1.0
3799961076415268161,27.0,1.0
3802155944220075025,74.0,3.0
3804929541260939319,14.0,
3808358927300127670,11.0,
3808458643854947467,19.0,
3813251816686549015,6.0,
3815328445222774086,31.0,
3815657162034147399,239.0,18.0
3816109689909786509,137.0,5.0
3820948766610140880,1.0,
3822468205310785853,165.0,7.0
3824002491419288410,1.0,
3824541761261538378,11.0,
3825572300871044317,50.0,1.0
3826168183675688902,11.0,1.0
3830310840083154276,8.0,1.0
3833348594006271706,287.0,11.0
3839557605137312910,39.0,1.0
3840016951073052488,9.0,
3849818580713168986,302.0,8.0
3857695888373161257,1.0,
3858565758985902897,61.0,4.0
3862896230064341352,182.0,6.0
3867587001494908470,13.0,
3874518500079920635,1.0,
3876358699070645979,1.0,
3877304933080021460,128.0,3.0
3879276682055837523,5.0,
3880336422867651723,3.0,
3882792232046902004,135.0,7.0
3885934736360948072,1.0,
3886435925456277290,27.0,1.0
3887225799480218553,318.0,12.0
3887704862399109007,3.0,
3887764780370630166,4.0,
3893157021830064670,214.0,2.0
3893954762407262701,1.0,
3895705670567540842,91.0,3.0
3896101688374700603,71.0,5.0
3896206175081952674,3.0,
3898364561984820274,51.0,5.0
3899994430776741979,22.0,1.0
3900162649382974518,9.0,
3900883537614120599,1.0,
3901501386169265412,2.0,
3906871946900456785,9.0,1.0
3910209411429339401,67.0,2.0
3910379687645822028,535.0,23.0
3911361342427419572,5.0,
3911939949710817672,729.0,57.0
3915291766837110815,7.0,
3917295280490143728,14.0,1.0
3917907569743843067,35.0,3.0
3920049174392650266,590.0,22.0
3925144087911312575,58.0,1.0
3926231768764673127,3.0,
3933203916570317995,32.0,
3935708824704536950,1.0,1.0
3937911239698933828,150.0,6.0
3938908611409678416,11.0,
3939654853483103315,9.0,
3942992505508379359,549.0,28.0
3943080679290751001,3.0,1.0
3945797256997354965,174.0,10.0
3946009471524295027,232.0,12.0
3948367010085002432,12.0,
3951132229833961310,33.0,1.0
3951915920541335286,176.0,6.0
3954062602132084252,1.0,
3955184703069779355,28.0,
3956292022664574279,6.0,
3959768539837521952,1.0,
3959866668703718221,11.0,
3960882208836846579,3.0,
3961083951958087806,338.0,13.0
3961907475589547989,96.0,7.0
3964334936234092940,1.0,
3965577299843121517,15.0,1.0
3968601008998002892,66.0,10.0
3971097865043314417,11.0,
3972249657249187004,123.0,3.0
3972560785563157507,1.0,
3973584878233437544,58.0,1.0
3975081026514376828,8.0,
3976027545026902439,287.0,20.0
3976512154200371305,2.0,
3980883183686501450,1.0,
3981436440960196732,62.0,2.0
3983828350893089579,20.0,2.0
3986912924687368631,959.0,42.0
3987385890206079259,1.0,
3989726496875842993,46.0,1.0
3990896550666308313,2.0,
3992060281955954088,1.0,
3994227731537822743,1.0,
3994321013936378796,12.0,
3994494675371829435,70.0,2.0
3995246331494296510,951.0,45.0
3995481709757791882,1.0,
3997769084684150310,17.0,
4005205501245210244,4.0,
4006921069276014991,31.0,1.0
4008627216610055181,403.0,11.0
4012038481603036281,19.0,2.0
4013268724658405834,1.0,
4019227755177029195,2.0,2.0
4022285293128026824,1.0,
4026585739622262698,11.0,
4027737389547256344,10.0,1.0
4029225121706548075,20.0,2.0
4030073867104380064,5.0,
4031615203715591707,366.0,17.0
4035010065434679642,6.0,
4036593616200523491,7.0,
4041374247798689399,109.0,3.0
4042789725016573559,3.0,
4046601789734748086,1.0,
4047410871927103452,169.0,2.0
4051667000805741337,13.0,2.0
4051781803164350723,47.0,1.0
4055169124916214090,14.0,
4069615174547102643,162.0,15.0
4070233063867947734,7.0,1.0
4071996728389228046,38.0,
4074556637718380540,8.0,
4074615366695017220,1.0,
4080554339313811527,4.0,
4081727907263710063,102.0,3.0
4082601890002796387,18.0,
4082909228550266554,1.0,
4084600578201061707,2010.0,64.0
4085579424400430535,111.0,10.0
4087655717747220159,18.0,1.0
4088117629500298987,1.0,
4088911483526140113,7.0,1.0
4089956356154008694,155.0,1.0
4090420492061264907,28.0,
4094118971221527748,12.0,1.0
4097120262930116889,92.0,3.0
4098813061801046309,307.0,
4100503401504874930,2.0,
4100593494847082497,6.0,
4107023152737365038,1.0,
4109254317502203720,59.0,6.0
4110029724669264266,66.0,2.0
4110079895869492890,2.0,
4117582055429372052,7.0,
4119267794064737502,353.0,13.0
4126902296480377499,77.0,4.0
4132415866317789353,8.0,
4132428120266854135,125.0,5.0
4134175980893561248,1.0,
4136221687686169066,1.0,
4137582573885135044,146.0,
4138546771837289233,1.0,
4139642312479063528,23.0,
4140108454603277838,572.0,18.0
4140944101288460333,20.0,4.0
4142178404332280874,1913.0,101.0
4142999565356596637,168.0,7.0
4146050191943480961,1.0,
4147495473514208373,47.0,1.0
4147682426698536172,21.0,1.0
4149846041137922344,95.0,2.0
4152563094421946767,4.0,
4153862184881893305,78.0,10.0
4155999143400662235,39.0,
4156706308836139605,2.0,
4159864275121375206,18.0,
4159870950060238674,2.0,
4168490676324089584,6.0,
4171426271895506532,251.0,5.0
4171883354106913591,2.0,
4172832111017148832,1.0,
4181860758764818869,1.0,
4183814355122125553,8.0,
4184622201573653372,12.0,1.0
4185697841966111242,3.0,
4189609684354578686,414.0,8.0
4190554933897394949,61.0,6.0
4190976099679487161,47.0,3.0
4191229762451225969,3.0,
4192426487256400652,9.0,
4197340643143625294,45.0,3.0
4197723052825431296,4.0,
4198248888168036410,72.0,
4198649317476160998,146.0,5.0
4198883750270549373,1.0,
4199367896474765403,113.0,3.0
4205298793025424517,5.0,
4210088920276185595,1.0,
4211254975462022523,101.0,3.0
4212052227243774192,,1.0
4215742678121737516,4296.0,114.0
4221235112611338806,225.0,9.0
4222415454578662804,1.0,
4222556881945638995,15.0,2.0
4224676750467215164,156.0,4.0
4228048031475892580,86.0,4.0
4234590434179069083,3.0,
4235232284942272451,15.0,
4236595897175868149,12.0,1.0
4237317633595207930,10.0,
4237548579797152239,767.0,35.0
4238308623116123134,3.0,
4238980381389105625,3.0,
4240737318853622490,46.0,1.0
4241292757420833580,3.0,
4241528577920921191,2.0,1.0
4243064136620410579,27.0,
4247575934218419801,20.0,
4249518685719585099,19.0,1.0
4252017154299840292,1.0,
4257557999895047213,13.0,
4259599154527327179,,1.0
4261109238019410948,309.0,11.0
4264984942759355650,471.0,13.0
4267835982550224146,52.0,
4270012114862152892,1.0,
4273931362063510252,27.0,4.0
4276145349117631483,1.0,1.0
4276362046924638667,11.0,
4277096479529549390,134.0,2.0
4281474658721660939,205.0,4.0
4282395729955148750,45.0,1.0
4283151139121135440,107.0,4.0
4284397169711235672,4.0,
4289473634644900906,80.0,3.0
4289598970896268694,36.0,
4290282201649463295,11.0,
4290386637049512766,2.0,
4291650081594705659,3.0,1.0
4295610909876350015,6.0,
4298583959178704519,10.0,4.0
4298841449573383187,88.0,3.0
4300400395541925383,4216.0,195.0
4301435429700761773,35.0,
4301435715990265802,92.0,4.0
4301711911649595298,132.0,5.0
4302222965793004152,509.0,14.0
4303468973580811176,3.0,
4307588448826275263,14.0,2.0
4309024140455061161,96.0,6.0
4312389968843663874,4.0,
4314122515271127145,4.0,
4314170503906442610,3.0,
4315681895631789066,35.0,3.0
4317258614173336734,1.0,
4320255822647264502,1.0,
4320282932876077668,1263.0,41.0
4326217689222147701,178.0,7.0
4326716244384174614,12.0,
4330050383994505508,303.0,15.0
4330279812634293755,30.0,
4332134936679270096,1.0,
4334929863230078228,31.0,4.0
4338052263891468278,578.0,9.0
4338360683759921654,394.0,19.0
4343548336246358546,3.0,
4345468863604844554,10.0,3.0
4346484784793114791,4.0,
4346768518209685705,1.0,
4350359453450175450,106.0,
4350922866903977793,2288.0,148.0
4358825868846617611,35.0,
4359418198791431217,2.0,
4360354062204594580,93.0,4.0
4360927756196119599,20.0,2.0
4360967073229592455,93.0,4.0
4362994728772087547,92.0,1.0
4364868411227308760,47.0,2.0
4365699775337303296,2.0,
4365738264771006896,41.0,2.0
4365863955588598970,1.0,
4367565289904042512,327.0,23.0
4368606839922101978,1.0,
4371152936117420168,2.0,
4376994378541093377,4.0,
4379069998109743755,26.0,1.0
4380800016059645208,28.0,2.0
4381766546357790316,117.0,3.0
4382301757842366226,107.0,5.0
4384689284557439426,18.0,
4386293472952940340,31.0,3.0
4386835643313348641,49.0,7.0
4389183831128257249,366.0,8.0
4390154437723100585,28.0,6.0
4390865208048440678,110.0,5.0
4393787215000381784,104.0,1.0
4394057958548126028,187.0,5.0
4398808805894729357,1.0,
4399149746055755989,12.0,
4401007126426316570,24.0,3.0
4403097379886736476,5.0,
4404966044405641792,7.0,
4407002063770011297,5.0,
4409090606190004697,88.0,3.0
4409337778792381364,1.0,
4409552480924649145,5.0,
4412853177662450874,1.0,
4413707559864701260,3097.0,140.0
4415873796530013964,12.0,1.0
4416610817969598550,124.0,5.0
4416863374315686415,356.0,14.0
4417655232357391801,14.0,
4419598319934697517,8.0,1.0
4420398618133178598,253.0,13.0
4421491403970608068,1423.0,47.0
4422287371680926077,312.0,7.0
4425548428879419086,17.0,
4425678162063759659,7.0,
4426192402012126541,1.0,
4428336360500926486,33.0,3.0
4429555034581959902,26.0,
4439701930613228002,484.0,16.0
4440840878827659519,89.0,7.0
4440954655904134707,1.0,
4442436319343678593,3.0,
4442803130754901996,870.0,27.0
4444365045392773971,16.0,
4444712408201286316,152.0,10.0
4445632220852326791,1.0,1.0
4446538947114460382,7.0,
4446695290116112554,3.0,
4453735125775106632,2.0,
4455373637747908932,3.0,
4455582687001719702,3.0,
4456737157684315890,28.0,
4456974928094366006,194.0,10.0
4458355386090150633,6.0,
4458469480283818924,2.0,
4459244228585946602,22.0,2.0
4459478656986503940,43.0,3.0
4461327735445336617,18.0,
4466017558129453666,20.0,1.0
4466189703725049079,1.0,
4467524298488762426,32.0,
4468597613451775762,8.0,
4469062601015278442,12.0,
4470149128249776749,2061.0,74.0
4470909653571065384,1.0,
4471515386747305310,4.0,
4473194960615195940,73.0,1.0
4473900075282282682,2.0,
4473989124323712991,911.0,37.0
4475052549701690542,2.0,
4476115955355481591,132.0,10.0
4478363988547212470,176.0,3.0
4479770552153009964,3.0,1.0
4485986219221288336,7.0,
4489501095085339887,28.0,
4505744089842722221,14.0,2.0
4514631242244205144,21.0,
4518736994041855084,4.0,
4522709129940158409,124.0,7.0
4522865827068633006,24.0,1.0
4522918341919966827,5.0,1.0
4524540991699130969,95.0,3.0
4526000887077324151,3.0,
4526194577819171993,23.0,2.0
4527421944098485326,86.0,2.0
4529247026784908577,14.0,
4529278395882530821,2.0,
4529459540751800084,230.0,11.0
4530326860215341672,35.0,2.0
4531185344134066549,12.0,
4531912829884666385,93.0,6.0
4532798003347609216,34.0,
4536017071876358004,3.0,
4537408105651639159,147.0,8.0
4538662740636531501,3.0,1.0
4539052159437218936,12.0,
4544147957331329293,24.0,
4545348491137184521,58.0,3.0
4548293006903317019,259.0,13.0
4550295998299041249,2.0,
4551778303544843830,20.0,1.0
4554943396315616759,60.0,4.0
4559252578796969642,679.0,25.0
