,shop_score_description,shop_score_description
0.9525365434221842,10.0,
0.9525400613706104,14.0,
0.9525491990846682,26.0,
0.9525505188421628,2.0,
0.95256434699714,13.0,
0.9525656627898019,16.0,
0.9525690219934488,43.0,
0.9525700712589074,22.0,
0.9525737051792827,6.0,
0.9525748502994013,5.0,
0.9525907033093156,1.0,
0.9525925925925928,10.0,
0.9526124401913876,2.0,
0.9526256983240224,12.0,
0.9526263727051724,19.0,
0.9526321190354028,43.0,
0.95265306122449,1.0,
0.9526547176192086,34.0,
0.9526597938144329,23.0,
0.9526627218934912,7.0,
0.952671528501265,2.0,
0.9526805143422354,23.0,
0.9526956521739132,,6.0
0.9527093596059112,3.0,
0.9527153762268266,1.0,
0.9527164179104476,2.0,
0.952717086834734,22.0,
0.9527245632916632,,2.0
0.9527272727272726,5.0,
0.9527277694304056,,15.0
0.9527329386101588,1.0,
0.9527441860465116,2.0,
0.9527459016393444,,8.0
0.9527516778523492,6.0,
0.9527527527527528,16.0,
0.9527614276768944,1.0,
0.9527641970665665,30.0,
0.9527668845315904,1.0,
0.9527710843373494,4.0,
0.9527868852459016,5.0,
0.9527922971114168,1.0,
0.9527950310559008,9.0,
0.9528011308682393,,15.0
0.952802359882006,5.0,
0.9528057553956836,12.0,
0.952811059907834,1.0,
0.9528282828282828,4.0,
0.9528305582761998,,5.0
0.9528317373461012,,1.0
0.9528348288467928,1.0,
0.952843137254902,9.0,
0.9528520710059172,1.0,
0.9528534438114968,34.0,
0.9528618840949704,2.0,
0.9528624535315986,2.0,
0.9528636779505948,1.0,
0.9528643390654856,1.0,
0.9528834355828222,,3.0
0.952887587441028,2.0,
0.9528877679697352,6.0,
0.9529131065613414,5.0,
0.9529131513647644,13.0,
0.9529166666666666,2.0,
0.9529207383279046,3.0,
0.9529288412612752,25.0,
0.9529319408425037,2.0,
0.9529411764705882,13.0,
0.9529457743038594,1.0,
0.952958827039468,,9.0
0.9529680800381132,,1.0
0.9529736912038268,1.0,
0.9529970326409496,,1.0
0.95300451486498,27.0,
0.9530234136409907,27.0,
0.95304286592801,2.0,
0.9530501930501932,3.0,
0.953055979089523,10.0,
0.9530599369085172,1.0,
0.9530616296646516,1.0,
0.953065582104728,27.0,
0.9530753564154786,33.0,
0.9530783242258652,3.0,
0.9530827067669174,1.0,
0.9530857874519848,3.0,
0.9530879775674728,2.0,
0.9530890052356022,2.0,
0.9530901582931866,24.0,
0.953092286348448,1.0,
0.9531129996852375,1.0,
0.9531147540983608,2.0,
0.9531162790697674,4.0,
0.9531301939058172,,1.0
0.9531340734415029,,6.0
0.9531428571428572,6.0,
0.9531497474335996,2.0,
0.9531537793223284,28.0,
0.9531589537223341,3.0,
0.9531596399810516,1.0,
0.953170731707317,2.0,
0.9531753554502372,2.0,
0.9531753780211932,27.0,
0.9531851851851852,1.0,
0.9531865899085676,23.0,
0.9531895094744796,11.0,
0.9532001829547188,2.0,
0.9532075471698114,2.0,
0.9532114882506528,2.0,
0.953216374269006,12.0,
0.9532236205227492,12.0,
0.9532254037451701,17.0,
0.9532292317301688,7.0,
0.9532307692307692,3.0,
0.953232477446218,31.0,
0.9532361144314287,,4.0
0.9532436316133246,4.0,
0.9532462101411396,1.0,
0.953249370277078,7.0,
0.953257452574526,1.0,
0.9532680770445215,23.0,
0.9532690882134917,3.0,
0.95328,2.0,
0.9532818784650504,20.0,
0.9532842809364548,1.0,
0.9532903939621448,17.0,
0.953295668549906,38.0,
0.9533042376460652,32.0,
0.9533043271893048,22.0,
0.9533139560105852,1.0,
0.9533333333333334,4.0,
0.953335433070866,1.0,
0.9533428165007112,1.0,
0.9533462129874226,28.0,
0.9533503836317134,1.0,
0.9533536426146748,2.0,
0.9533574291910364,1.0,
0.9533575054387238,21.0,
0.9533585116799552,29.0,
0.9533844468784228,6.0,
0.9533916897506928,4.0,
0.9533925399644759,3.0,
0.9533951762523192,1.0,
0.953399585016927,30.0,
0.9534020618556702,133.0,
0.9534048780487804,,2.0
0.9534099616858238,24.0,
0.9534320323014804,33.0,
0.9534411085450348,6.0,
0.9534428261543229,10.0,
0.9534448160535118,4.0,
0.9534545454545456,8.0,
0.9534615384615384,4.0,
0.9534655826558268,19.0,
0.9534671730873576,14.0,
0.9534672021419012,27.0,
0.9534687735139202,,20.0
0.9534739372746148,9.0,
0.9534904893513249,,1.0
0.9534922004646532,3.0,
0.9535042069938232,3.0,
0.9535118605565508,1.0,
0.9535238095238096,3.0,
0.9535302390998596,6.0,
0.9535321821036108,2.0,
0.9535353535353536,156.0,
0.953535844471446,1.0,
0.953542392566783,1.0,
0.9535425244924038,44.0,
0.953547029160272,1.0,
0.9535483870967744,7.0,2.0
0.9535490979203968,23.0,
0.9535585783238264,24.0,
0.9535751295336788,9.0,
0.9535774647887324,6.0,
0.9535840899265025,,6.0
0.9536,1.0,3.0
0.9536003501860364,7.0,
0.9536020439628209,1.0,
0.9536050156739811,4.0,
0.953618960802188,2.0,
0.9536231884057972,5.0,
0.9536285221391604,2.0,
0.9536384461665934,3.0,
0.953648068669528,9.0,
0.9536517719568568,1.0,
0.953652192452562,,2.0
0.9536616702355459,3.0,
0.9536680804487618,1.0,
0.9536719400499584,11.0,
0.953672639331648,5.0,
0.9536842105263156,4.0,
0.9536909341656384,16.0,
0.9536915077989604,2.0,
0.953709096151074,53.0,
0.9537139241738452,3.0,
0.9537142857142856,24.0,
0.9537170731707318,4.0,
0.9537190082644628,1.0,
0.9537219730941704,107.0,
0.9537438226258848,11.0,
0.9537523264137436,47.0,
0.953753637245393,2.0,
0.9537538597265108,27.0,
0.9537564444444444,3.0,
0.9537569795267216,8.0,
0.9537614678899082,1.0,
0.9537640573318632,5.0,
0.9537675550149288,32.0,
0.9537812398571892,4.0,
0.9537828621713782,18.0,
0.9537862232779096,1.0,
0.9537908898449772,2.0,
0.9537914576535332,2.0,
0.953795918367347,20.0,
0.9537991550211248,4.0,
0.9538036441300141,14.0,
0.9538073089700998,13.0,
0.9538088829071334,,4.0
0.9538106235565821,,1.0
0.9538144329896908,9.0,
0.9538299531981279,6.0,
0.9538307379823968,23.0,
0.9538350872518984,7.0,
0.9538461538461538,11.0,
0.9538514680483592,,1.0
0.9538519924098672,18.0,
0.9538524478385382,1.0,
0.9538543796194372,17.0,
0.9538576779026218,,10.0
0.953866923818708,8.0,
0.9538748643761304,22.0,
0.9538803628674716,28.0,
0.9538823529411766,19.0,
0.9538883806038424,,1.0
0.9538888888888888,2.0,
0.9539167374681394,1.0,
0.9539224806201548,6.0,
0.9539267015706808,4.0,
0.9539290477460656,16.0,
0.9539352640545145,1.0,
0.95394866193337,1.0,
0.9539504244482172,1.0,
0.9539539741419673,21.0,
0.9539617595935286,9.0,
0.9539657853810264,23.0,
0.9539709257842386,,7.0
0.9539726027397262,2.0,
0.9539839747799816,15.0,
0.9539869281045752,9.0,
0.9539885652055541,159.0,
0.9539949109414758,4.0,
0.9540064493013258,13.0,
0.9540186915887852,8.0,
0.9540268692410494,9.0,
0.9540445105864844,1.0,
0.9540513927294799,,30.0
0.9540534759358291,1.0,
0.9540631296171928,8.0,
0.9540646557554444,97.0,
0.9540657303771298,28.0,
0.9540742904435032,2.0,
0.9540747676051629,9.0,
0.9540978348035284,9.0,
0.9541429562803608,4.0,
0.954146880176698,11.0,
0.9541520467836258,10.0,
0.9541573033707866,,3.0
0.9541642414273062,7.0,
0.9541870503597124,15.0,
0.9541960784313726,2.0,
0.9542089552238806,10.0,
0.9542099567099568,140.0,
0.9542168674698795,3.0,
0.9542182890855456,1.0,
0.9542400000000002,,12.0
0.9542409402546524,3.0,
0.9542542450665444,111.0,
0.9542583732057416,9.0,
0.954259681093394,15.0,
0.9542667771333886,5.0,
0.9542687201274562,24.0,
0.9542857142857144,16.0,7.0
0.9543012845465162,1.0,
0.9543178226514486,1.0,
0.9543258426966292,1.0,
0.9543295019157088,7.0,
0.9543370786516854,4.0,
0.9543492357572948,,8.0
0.9543495132412009,120.0,
0.9543529411764706,2.0,
0.9543726235741444,3.0,
0.9543762376237624,,5.0
0.9543891402714932,1.0,
0.9543931856899491,142.0,
0.9544005904474044,6.0,
0.954406332453826,4.0,
0.9544217873272204,1.0,
0.9544303797468354,8.0,
0.9544374769457766,1.0,
0.9544463971880492,64.0,
0.9544525547445256,14.0,
0.9544690761666524,1.0,
0.9544715447154472,3.0,
0.954473067915691,,1.0
0.9544739249771272,2.0,
0.9544754118667164,8.0,
0.9544819007339224,6.0,
0.9544844450482272,125.0,
0.9544895936570864,,4.0
0.9544926764314248,8.0,
0.954495014583192,144.0,
0.9544968789013732,4.0,
0.9545008266564924,4.0,
0.9545205479452056,,2.0
0.9545263157894736,5.0,
0.9545329967544176,13.0,
0.9545348080676644,12.0,
0.9545459625593742,,3.0
0.9545525291828794,3.0,
0.9545636277097488,2.0,
0.9545669093648004,9.0,
0.9545679012345678,8.0,
0.9545696539485359,1.0,
0.9545898004434592,7.0,
0.9545900957136912,72.0,
0.9546046511627908,39.0,
0.954611452828554,1.0,
0.9546131805157594,10.0,
0.9546137787056368,7.0,
0.9546169772256728,2.0,
0.9546172006745364,55.0,
0.9546185014765473,1.0,
0.9546230890880338,8.0,
0.9546281908990012,,1.0
0.9546292585170341,13.0,
0.9546341463414636,2.0,
0.9546360153256706,3.0,
0.954643759474482,2.0,
0.9546509050609532,,2.0
0.9546579804560262,4.0,
0.9546639089968976,,2.0
0.9546676171805382,30.0,
0.9546696448514632,,9.0
0.9546745035176774,29.0,
0.9546768566207012,16.0,
0.9546781115879828,3.0,
0.9546798029556652,4.0,
0.9546890756302522,5.0,
0.9546891788181122,2.0,
0.9547169811320756,28.0,2.0
0.9547192632808744,1.0,
0.9547195858498708,3.0,
0.9547201689545934,3.0,
0.9547246770904148,73.0,
0.9547283485745024,22.0,
0.9547379811408254,2.0,
0.9547428571428572,28.0,
0.9547445255474454,1.0,
0.9547474026842644,22.0,
0.9547492957746478,6.0,
0.9547619047619048,1.0,
0.9547630522088352,3.0,
0.9547751605995718,5.0,
0.9547761194029852,12.0,
0.9547791952894996,36.0,
0.9547798642890956,1.0,
0.95478546769686,11.0,
0.9547859181731684,2.0,
0.9547863324114548,44.0,
0.9547895791583164,8.0,
0.9547902869757174,21.0,
0.9547994891443168,58.0,
0.954800901577761,22.0,
0.9548063781321184,8.0,
0.9548235294117648,3.0,
0.9548464885456164,53.0,
0.9548466257668712,1.0,
0.9548506246605106,9.0,
0.9548660084626236,,11.0
0.9548721609923698,53.0,
0.954875080076874,5.0,
0.95487922705314,4.0,
0.9548822196277728,1.0,
0.9548892032060348,4.0,
0.9548955916473318,12.0,
0.9548993288590604,1.0,
0.9549007882576788,13.0,
0.9549019607843136,6.0,
0.954906150736356,9.0,
0.9549106203995794,1.0,
0.9549183818310858,1.0,
0.9549239178608362,3.0,
0.9549257365473582,1.0,
0.9549268292682928,2.0,
0.9549295774647888,3.0,
0.9549348230912478,9.0,
0.9549367088607594,1.0,
0.9549399815327791,6.0,
0.9549449125081012,61.0,
0.9549458897728088,50.0,
0.9549506271684014,14.0,
0.9549507866944464,42.0,
0.9549514563106796,33.0,1.0
0.9549568221070812,,11.0
0.9549667464751264,4.0,
0.954967932905772,1.0,
0.9549748743718594,4.0,
0.9549772115557152,40.0,
0.9549788029029244,60.0,
0.954980988593156,2.0,
0.954983834353718,1.0,
0.9549946062567424,6.0,
0.9549971181556196,16.0,
0.955,9.0,
0.9550041356492968,5.0,
0.9550109409190372,11.0,
0.9550174872208772,2.0,
0.9550177935943059,11.0,
0.9550214592274676,,1.0
0.9550260266049742,4.0,
0.9550328258136612,54.0,
0.9550341685649202,1.0,
0.9550431230140716,15.0,
0.9550474001723644,3.0,
0.9550476190476191,4.0,
0.9550500142897972,3.0,
0.9550588151167364,54.0,
0.9550671550671551,3.0,
0.9550728113757068,32.0,
0.9550729335494328,16.0,
0.9550782997762864,11.0,
0.9550816104461372,22.0,
0.9550817941952509,37.0,
0.9550910158543746,14.0,
0.9550974930362116,7.0,
0.9551008477053492,6.0,
0.9551069842551474,5.0,
0.9551139684395092,,5.0
0.955114503816794,,6.0
0.9551199451679232,55.0,
0.9551200391964724,2.0,
0.9551219512195122,2.0,
0.9551304347826086,6.0,
0.9551313672922253,17.0,
0.9551372549019608,5.0,
0.9551394112307094,3.0,
0.9551426743442101,22.0,
0.9551482479784368,32.0,
0.9551557093425608,3.0,
0.9551685393258428,5.0,
0.955173599174974,13.0,
0.955175688509022,1.0,
0.9551778407302488,4.0,
0.9551791530944624,1.0,
0.9551865475564898,32.0,
0.9551982378854628,12.0,
0.9552,9.0,
0.9552011494252874,25.0,
0.9552074810052601,4.0,
0.9552117246794034,57.0,
0.9552123552123551,1.0,
0.955217465461368,67.0,
0.955228959276018,22.0,
0.9552293577981652,,1.0
0.955232397606995,6.0,
0.9552342704149934,2.0,
0.9552382578992312,81.0,
0.9552403240324032,26.0,
0.9552535392535392,22.0,
0.9552542372881356,1.0,
0.9552572706935124,6.0,
0.9552596813884212,4.0,
0.9552600170502984,,2.0
0.9552622673434856,1.0,
0.95526368159204,1.0,
0.9552695361470958,1.0,
0.9552709359605912,11.0,
0.9552853965900668,43.0,
0.9552877503157136,21.0,
0.9552965660770032,18.0,
0.9552997601918468,3.0,
0.9553020134228191,17.0,
0.9553107789142408,6.0,
0.9553145336225596,1.0,
0.9553213909378292,2.0,
0.9553421712647798,22.0,
0.9553507636551904,22.0,
0.955355408388521,26.0,
0.955357142857143,5.0,
0.9553588004284184,13.0,
0.9553623188405798,9.0,
0.9553663314614078,3.0,
0.955366892410808,37.0,
0.955370786516854,,12.0
0.9553735411279614,32.0,
0.9553767509792206,1.0,
0.955378221113882,,1.0
0.9553784860557769,2.0,
0.9553939393939396,43.0,
0.955394641564084,1.0,
0.9553973902728352,6.0,
0.955400855920114,4.0,
0.9554058192955591,31.0,
0.9554098360655738,2.0,
0.9554352030947776,1.0,
0.9554352603696764,,5.0
0.9554383954154728,5.0,
0.9554396671289876,6.0,
0.9554413024850044,6.0,
0.9554430379746836,25.0,
0.95544794188862,9.0,
0.9554501762255688,8.0,
0.9554538520213578,15.0,
0.9554593468015062,26.0,
0.95546370176586,30.0,
0.9554826427245164,20.0,
0.9554830299811712,41.0,
0.9554832146490336,,1.0
0.9554854202401372,1.0,
0.9554940385129064,43.0,
0.9554960981047936,10.0,
0.955499052507856,14.0,
0.9554993221870764,20.0,
0.9555096957836684,,3.0
0.9555126305329404,74.0,
0.9555193482688392,14.0,
0.9555212355212356,1.0,
0.955525707889786,34.0,
0.9555295102553371,5.0,
0.9555383337946304,23.0,
0.9555486702814358,31.0,
0.9555530151471848,9.0,
0.9555555555555556,12.0,
0.9555581061692969,10.0,
0.9555648438407058,2.0,
0.9555762205247428,,5.0
0.9555762514551804,3.0,
0.9555886565454024,12.0,
0.9555892367598526,29.0,
0.9555947136563878,27.0,
0.95559510567297,18.0,
0.9556,6.0,
0.9556224667052692,5.0,
0.9556284153005464,3.0,
0.9556286721504113,6.0,
0.9556302521008404,3.0,
0.9556361637812588,10.0,
0.9556363636363636,1.0,
0.955641646489104,8.0,
0.9556535670530582,10.0,
0.9556556291390731,6.0,
0.9556586578293288,6.0,
0.9556626506024096,10.0,4.0
0.9556682926829267,2.0,
0.9556684928313324,,2.0
0.9556694653115334,10.0,
0.9556709956709956,4.0,
0.9556725815684032,7.0,
0.9556726814939152,9.0,
0.9556822810590632,21.0,
0.9556890920966691,8.0,
0.9556923076923078,7.0,3.0
0.9556958393113342,1.0,
0.9556961461349966,34.0,
0.9556974323386538,6.0,
0.9557135669964782,12.0,
0.9557251908396946,3.0,
0.95573721279298,1.0,
0.9557372654155496,8.0,
0.9557422969187674,3.0,
0.955748194014448,12.0,
0.9557512288950633,1.0,
0.9557575757575758,2.0,
0.9557630161579892,6.0,
0.9557725074833064,3.0,
0.9557833655705996,,1.0
0.955793897621249,11.0,
0.9558003442340792,,2.0
0.9558011049723758,117.0,
0.955808664599192,9.0,
0.955809523809524,6.0,
0.9558256274768824,2.0,
0.9558333333333332,14.0,
0.9558353510895884,9.0,
0.955846994535519,9.0,
0.9558551810237204,,2.0
0.9558620689655172,3.0,
0.9558744394618834,6.0,
0.9558748551564312,4.0,
0.9558768766250104,10.0,
0.9558792781367292,70.0,
0.9558833241607044,2.0,
0.9559055118110236,15.0,
0.9559101809461524,4.0,
0.9559203980099502,3.0,
0.9559522573949144,10.0,
0.9559550561797752,1.0,
0.955958762886598,12.0,
0.9559607616849396,5.0,
0.9559610274579272,9.0,
0.955967302452316,,1.0
0.955968992248062,,1.0
0.9559741458910436,3.0,
0.9559791511541328,1.0,
0.9559958225615915,73.0,
0.9560120845921452,4.0,
0.9560243594162932,4.0,
0.9560248447204972,10.0,
0.956040560115886,38.0,
0.956043956043956,22.0,
0.95606431725402,,4.0
0.9560677966101694,4.0,
0.9560693641618496,1.0,
0.95607476635514,9.0,
0.9560784313725491,6.0,
0.9560880925718552,6.0,
0.95609022556391,1.0,
0.9560915876876626,12.0,
0.9560964408725604,1.0,
0.9561010830324909,69.0,
0.9561045130641329,,6.0
0.9561085373924554,16.0,
0.9561216730038022,5.0,
0.9561221870454352,61.0,
0.9561284403669724,4.0,
0.9561329305135952,1.0,
0.9561448467966572,4.0,
0.9561500815660684,1.0,
0.956154817962559,2.0,
0.9561705101327744,4.0,
0.9561722061119786,5.0,
0.9561722488038278,6.0,
0.9561724500525765,4.0,
0.9561795292829776,109.0,
0.9561809045226132,1.0,
0.9561823887760754,11.0,
0.9561846153846154,2.0,
0.9561880742208609,,25.0
0.9561904761904764,10.0,
0.9561941747572816,,3.0
0.95619644723093,1.0,
0.9562122788761708,4.0,
0.9562162162162162,2.0,
0.9562316817864621,7.0,
0.9562330340363334,34.0,
0.9562356822138732,48.0,
0.9562363238512036,1.0,
0.9562430939226518,1.0,
0.95624744566227,2.0,
0.95625,8.0,
0.9562531853397412,100.0,
0.9562578416219656,53.0,
0.9562689804772236,19.0,
0.9562694300518136,3.0,
0.956273291925466,1.0,
0.9562745098039216,9.0,
0.9562780433983082,1.0,
0.9562861603453026,52.0,
0.9562886597938144,4.0,
0.9562983981693364,8.0,
0.9563060686015832,2.0,
0.9563082778306377,2.0,
0.9563247863247863,3.0,
0.9563285024154592,3.0,
0.9563333333333336,90.0,
0.9563355468896004,3.0,
0.9563360227812054,2.0,
0.9563367643177622,17.0,
0.9563463819691578,11.0,
0.9563498431687212,47.0,
0.9563557718302244,,10.0
0.9563636363636364,88.0,1.0
0.9563676051774416,105.0,
0.9563704925760076,1.0,
0.9563721956601692,30.0,
0.9563795365107128,2.0,
0.9563808311357642,21.0,
0.9563814180929096,,3.0
0.956383866481224,1.0,
0.9563848609211127,18.0,
0.956385032637676,70.0,
0.9563921568627451,7.0,
0.9563927855711424,2.0,
0.9563952225841476,1.0,
0.9563972286374134,11.0,
0.956397966594045,4.0,
0.9564026845637584,20.0,
0.9564083997103549,24.0,
0.9564270152505449,1.0,
0.9564309319233312,1.0,
0.9564319248826292,1.0,
0.9564354263778448,7.0,
0.9564356435643564,4.0,
0.956442831215971,1.0,
0.9564444444444444,1.0,
0.9564478764478764,2.0,
0.9564491405610536,52.0,
0.9564539645396456,7.0,
0.9564565158737296,,3.0
0.9564612568639416,21.0,
0.9564644714038129,20.0,
0.9564656381486676,,2.0
0.956470081790788,13.0,
0.9564722563569336,61.0,
0.9564746703678002,2.0,
0.9564767951354736,20.0,
0.9564809384164225,1.0,
0.9564874403155492,27.0,
0.9564885496183206,2.0,
0.9564912280701756,2.0,
0.9564919564089258,4.0,
0.956496732026144,,9.0
0.9564976958525346,4.0,
0.9564990689013037,1.0,
0.9565032338827456,17.0,
0.9565040365040364,3.0,
0.9565087281795512,28.0,
0.9565112262521588,3.0,
0.9565217391304348,1.0,
0.9565234404394612,49.0,
0.9565255094666859,51.0,
0.9565276828434724,19.0,
0.9565284454787912,89.0,
0.9565303782957586,2.0,
0.956537313432836,5.0,
0.956542372881356,,5.0
0.9565432098765432,3.0,
0.9565508365508366,16.0,
0.9565537730243612,14.0,
0.9565562913907284,4.0,
0.9565575757575756,1.0,
0.9565582332997342,25.0,
0.9565589836660616,3.0,
0.9565630712979892,,2.0
0.9565725720002858,47.0,
0.9565795724465558,16.0,
0.9565823064073876,88.0,
0.9565834428383706,,1.0
0.95658752,116.0,
0.956592099000476,,2.0
0.9565930599369086,1.0,
0.9565959675307674,39.0,
0.9565989216092908,25.0,
0.9566,14.0,
0.9566048780487806,38.0,
0.9566101694915254,2.0,
0.9566164213513032,4.0,
0.956621480709072,35.0,
0.956636553161918,4.0,
0.956642391720966,4.0,
0.9566424030222059,,2.0
0.9566469093988146,1.0,
0.9566481248878522,1.0,
0.9566485310119696,8.0,
0.9566516651665168,,4.0
0.9566533864541832,1.0,
0.9566609880749576,12.0,
0.9566666666666668,1.0,
0.9566690913691136,113.0,
0.9566692131398014,2.0,
0.9566737739872068,9.0,
0.9566745843230404,1.0,
0.9566784552270478,,15.0
0.9566794025703368,7.0,
0.9566835871404399,,1.0
0.9566850828729284,24.0,
0.9566917293233084,1.0,
0.9566990291262136,1.0,
0.9567044441614668,107.0,
0.9567058823529412,3.0,
0.9567081113084666,13.0,
0.9567129135538954,9.0,
0.9567213114754098,3.0,
0.9567295597484278,2.0,
0.9567509986684422,2.0,
0.956751630112626,14.0,
0.9567542671362774,,27.0
0.9567567567567568,1.0,1.0
0.9567616875712656,1.0,
0.9567620206938529,2.0,
0.9567701863354036,2.0,
0.9567745249101179,2.0,
0.9567748279252706,30.0,
0.9567749699157642,27.0,
0.9567762733720179,8.0,
0.9567763904653804,,2.0
0.9567781272062128,106.0,
0.9567791574617202,58.0,
0.9567845659163988,2.0,
0.9567883211678834,3.0,
0.9567940813810112,21.0,
0.956809297411516,2.0,
0.9568105795410348,1.0,
0.9568253968253968,3.0,
0.9568260989770528,3.0,
0.9568306576903158,16.0,
0.9568336025848144,17.0,
0.9568348380244291,1.0,
0.9568410840178514,,30.0
0.9568431568431568,1.0,
0.9568433451118964,2.0,
0.956860543221784,,52.0
0.9568655754607552,118.0,
0.9568670309653916,1.0,
0.9568733153638816,1.0,
0.9568804799261652,11.0,
0.9568880455407968,12.0,
0.9569010727056021,1.0,
0.956905078436586,7.0,
0.9569058713886299,2.0,
0.9569082125603864,6.0,
0.9569108910891088,1.0,
0.9569144460028052,65.0,
0.956923076923077,5.0,2.0
0.9569263836646964,2.0,
0.9569369369369368,9.0,
0.956937708036139,4.0,
0.9569404035664008,2.0,
0.9569551616266944,17.0,5.0
0.9569642857142856,26.0,
0.9569680365296804,,6.0
0.9569695795388492,64.0,
0.9569728141072742,2.0,
0.9569728700618751,10.0,
0.9569733486631108,211.0,
0.9569804287045668,9.0,
0.9569825918762088,1.0,
0.956989247311828,2.0,
0.9569994093325458,21.0,
0.9570063856960408,9.0,
0.957018766756032,1.0,
0.9570229007633588,3.0,
0.9570285714285712,15.0,
0.9570305169995648,59.0,
0.9570364562916504,1.0,
0.9570458668048718,1.0,
0.9570476694639464,161.0,
0.9570554926387318,16.0,
0.9570644864786416,54.0,
0.957066950053135,8.0,
0.9570731707317072,10.0,
0.957075223566544,19.0,
0.9570836785418392,22.0,
0.9570967741935484,6.0,
0.9570970782280868,11.0,
0.9571063829787234,2.0,
0.9571091091091092,1.0,
0.9571116243264048,54.0,
0.9571174728529122,1.0,
0.9571202972596378,17.0,
0.9571211810539266,1.0,
0.957121374865736,2.0,
0.9571339563862928,,1.0
0.9571382463690156,5.0,
0.9571490280777536,15.0,
0.9571624713958812,4.0,
0.9571626666666668,7.0,
0.9571649480042888,144.0,
0.9571707073231692,53.0,
0.9571807101218864,4.0,
0.9571886559802713,8.0,
0.9571927446539086,125.0,
0.9571954129146464,39.0,
0.9571962271130016,71.0,
0.9572,17.0,
0.9572093023255814,1.0,
0.9572192513368984,4.0,
0.957220383851754,3.0,
0.9572277227722772,7.0,
0.9572317983020324,,2.0
0.957234664070107,6.0,
0.9572428884026258,41.0,
0.957245632065776,,2.0
0.9572466866182131,1.0,
0.957249460376195,41.0,
0.9572495088408643,2.0,
0.9572554744525548,4.0,
0.9572576832151299,21.0,
0.9572605729877216,1.0,
0.9572608468374282,,5.0
0.9572685887708651,1.0,
0.9572691367312396,,12.0
0.9572718539865516,10.0,
0.9572727272727272,7.0,
0.9572744014732966,13.0,
0.9572812291249166,,84.0
0.9572812617348856,2.0,
0.9572819689673622,14.0,
0.9572824791418356,8.0,
0.9572832002261644,73.0,
0.9572906773306672,2.0,
0.9572927241962774,1.0,
0.9572944627144256,103.0,
0.957295943915874,44.0,
0.9573081698534888,86.0,
0.9573092142453364,3.0,
0.9573094170403588,7.0,
0.9573108469592022,86.0,
0.9573175542406313,9.0,
0.9573216245883645,4.0,
0.9573229873908826,1.0,
0.9573255870249336,69.0,
0.957328796256912,1.0,
0.9573333333333334,5.0,
0.95734126984127,42.0,
0.9573435640574768,93.0,
0.95734375,1.0,
0.9573451327433627,1.0,
0.9573476389495352,1.0,
0.9573511407902059,1.0,
0.957356076759062,,3.0
0.9573563887272424,277.0,
0.9573604943638792,1.0,
0.9573645680819912,1.0,
0.9573678532901831,14.0,
0.9573724053724052,1.0,
0.957373320416158,198.0,
0.957377049180328,1.0,
0.9573859225847056,149.0,
0.9573872734934684,1.0,
0.9573972497503264,71.0,
0.9574009151707146,67.0,
0.9574037403740374,23.0,
0.9574064312071692,4.0,
0.9574087161366314,2.0,
0.957410071942446,1.0,
0.9574115797746924,2.0,
0.9574144486692016,2.0,
0.9574193548387095,5.0,
0.9574248927038628,12.0,
0.9574334898278559,5.0,
0.9574367259019924,7.0,
0.9574419177407438,,122.0
0.9574423561325324,61.0,
0.9574438687392056,2.0,
0.9574440894568691,14.0,
0.9574468085106383,1.0,
0.9574518518518518,3.0,
0.9574566473988441,13.0,
0.957457627118644,33.0,
0.9574609781477628,23.0,
0.9574671445639188,,4.0
0.957469310670444,18.0,
0.9574702661884084,1.0,
0.9574726486303112,196.0,
0.9574729398629159,1.0,
0.9574759868190424,,21.0
0.9574830993239728,11.0,
0.9574872033503956,24.0,
0.9574941121055108,12.0,
0.957495112435892,156.0,
0.9574957034127178,1.0,
0.9575010801002332,1.0,
0.957502944640754,11.0,
0.95750914102492,444.0,
0.9575095298602287,1.0,
0.9575103734439834,7.0,
0.9575112749139228,56.0,
0.9575141242937856,,17.0
0.9575161389486628,60.0,
0.9575221238938054,3.0,
0.9575272727272728,15.0,
0.957536678815064,115.0,
0.9575384615384616,,1.0
0.9575593220338984,140.0,
0.9575632614807874,18.0,
0.9575660160734788,3.0,
0.9575747224594364,3.0,
0.9575757575757576,1.0,
0.9575818728356216,110.0,
0.9575888051668462,5.0,
0.9575903614457832,8.0,
0.9575911196573724,3.0,
0.957599804065638,1.0,
0.9576058394160584,3.0,
0.9576183106622141,1.0,
0.9576216216216216,1.0,
0.957624510967515,1.0,
0.9576300875837196,2.0,
0.9576344086021508,2.0,
0.9576363636363636,1.0,
0.9576425999620995,45.0,
0.95764460656592,14.0,
0.9576470588235296,6.0,
0.9576488262910798,1.0,
0.9576502683628384,502.0,
0.9576618670735196,121.0,
0.9576631259484067,1.0,
0.9576669747531256,,11.0
0.957670848155776,1.0,
0.9576827581345762,117.0,
0.9576856022933364,434.0,
0.9576874173315696,267.0,
0.9577003361047232,2.0,
0.95770062606716,100.0,
0.9577011494252874,12.0,
0.9577027027027027,1.0,
0.9577031419284939,27.0,
0.9577042691546508,5.0,
0.9577099236641222,47.0,
0.9577120315581856,49.0,
0.9577123820099944,38.0,
0.9577158034528552,,1.0
0.9577164995442116,513.0,
0.957717533215575,25.0,
0.9577184720041864,,7.0
0.9577220067803224,22.0,
0.9577298373713904,1.0,
0.9577312439328802,1.0,
